@relation green.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute cervix_area numeric
@attribute os_area numeric
@attribute walls_area numeric
@attribute speculum_area numeric
@attribute artifacts_area numeric
@attribute cervix_artifacts_area numeric
@attribute os_artifacts_area numeric
@attribute walls_artifacts_area numeric
@attribute speculum_artifacts_area numeric
@attribute cervix_specularities_area numeric
@attribute os_specularities_area numeric
@attribute walls_specularities_area numeric
@attribute speculum_specularities_area numeric
@attribute specularities_area numeric
@attribute area_h_max_diff numeric
@attribute rgb_cervix_r_mean numeric
@attribute rgb_cervix_r_std numeric
@attribute rgb_cervix_r_mean_minus_std numeric
@attribute rgb_cervix_r_mean_plus_std numeric
@attribute rgb_cervix_g_mean numeric
@attribute rgb_cervix_g_std numeric
@attribute rgb_cervix_g_mean_minus_std numeric
@attribute rgb_cervix_g_mean_plus_std numeric
@attribute rgb_cervix_b_mean numeric
@attribute rgb_cervix_b_std numeric
@attribute rgb_cervix_b_mean_minus_std numeric
@attribute rgb_cervix_b_mean_plus_std numeric
@attribute rgb_total_r_mean numeric
@attribute rgb_total_r_std numeric
@attribute rgb_total_r_mean_minus_std numeric
@attribute rgb_total_r_mean_plus_std numeric
@attribute rgb_total_g_mean numeric
@attribute rgb_total_g_std numeric
@attribute rgb_total_g_mean_minus_std numeric
@attribute rgb_total_g_mean_plus_std numeric
@attribute rgb_total_b_mean numeric
@attribute rgb_total_b_std numeric
@attribute rgb_total_b_mean_minus_std numeric
@attribute rgb_total_b_mean_plus_std numeric
@attribute hsv_cervix_h_mean numeric
@attribute hsv_cervix_h_std numeric
@attribute hsv_cervix_s_mean numeric
@attribute hsv_cervix_s_std numeric
@attribute hsv_cervix_v_mean numeric
@attribute hsv_cervix_v_std numeric
@attribute hsv_total_h_mean numeric
@attribute hsv_total_h_std numeric
@attribute hsv_total_s_mean numeric
@attribute hsv_total_s_std numeric
@attribute hsv_total_v_mean numeric
@attribute hsv_total_v_std numeric
@attribute fit_cervix_hull_rate numeric
@attribute fit_cervix_hull_total numeric
@attribute fit_cervix_bbox_rate numeric
@attribute fit_cervix_bbox_total numeric
@attribute fit_circle_rate numeric
@attribute fit_circle_total numeric
@attribute fit_ellipse_rate numeric
@attribute fit_ellipse_total numeric
@attribute fit_ellipse_goodness numeric
@attribute dist_to_center_cervix numeric
@attribute dist_to_center_os numeric
@attribute consensus {0,1}

@data
1,0.114142,0,0,0,0,0,0,0,0,0,0,0,0,0.068996,0.132887,0.094416,0.206416,0.131248,0.147456,0.093859,0.153533,0.146362,0.302232,0.157373,0.444129,0.281548,0.184373,0.039874,0.358184,0.146825,0.18571,0.034955,0.251209,0.152604,0.323483,0.073542,0.654063,0.258189,0.695041,0.872572,0.399702,0.444866,0.148283,0.092034,0.715314,0.512591,0.376247,0.185316,0.186595,0.032914,0.99163,1,0.995819,1,0.704066,1,0.995692,1,0.715495,0.38418,0.301731,0
0.475217,0.496492,0.291568,0.262111,0.155524,0,0,0.01496,0.027775,0.001473,0,0,0.040795,0.028896,0.103265,0.149558,0.400615,0.093986,0.229822,0.380928,0.574718,0.226293,0.473839,0.407241,0.515857,0.341492,0.49385,0.212749,0.383607,0.135181,0.308263,0.479592,0.505272,0.310307,0.559209,0.37365,0.504287,0.389471,0.488331,0.691136,0.952561,0.819023,0.464234,0.380922,0.574836,0.746822,0.851577,0.827026,0.243713,0.479487,0.505117,0.925591,0.509124,0.846196,0.559245,0.708384,0.472321,0.912847,0.518345,0.318096,0.303902,0.30604,1
1,0,0,0,0,0,0,0,0,0.000405,0,0,0,0.0004,0,0.001015,0.047489,0.064779,0.014048,0.001502,0.052762,0,0.016419,0.002202,0.070561,0.110829,0.028208,0,0,0.148533,0,0,0,0.023319,0,0,0,0.338148,0,0.004899,0.993271,0.032836,0.566363,0.001662,0.053351,0,1,0,0.288297,0,0,0.99163,1,0.995819,1,0.704066,1,0.995692,1,0.715495,1,0.301731,0
0.51092,0.357047,0.469789,0,0,0,0,0,0,0.005337,0,0,0,0.002693,0.358615,0.132003,0.331263,0.102522,0.196617,0.309373,0.453476,0.193114,0.381003,0.294187,0.403584,0.269078,0.36841,0.131803,0.223365,0.151065,0.185099,0.29665,0.38365,0.149163,0.374191,0.22657,0.29099,0.380331,0.289402,0.722357,0.946143,0.812448,0.465866,0.309404,0.453411,0.727561,0.691836,0.782433,0.513143,0.2966,0.38317,0.968117,0.523329,0.833451,0.610454,0.760453,0.473035,0.921862,0.551838,0.211216,0.237158,0.198396,1
0.754141,0.338466,0.274334,0.039503,0,0,0,0,0,0.033716,0,0.072525,0,0.034901,0.267326,0.099691,0.311825,0.071265,0.165685,0.315933,0.495466,0.183301,0.398411,0.354302,0.577247,0.231415,0.478055,0.135525,0.232994,0.148626,0.191693,0.373523,0.382899,0.254555,0.431305,0.331999,0.444451,0.386458,0.432254,0.686533,0.932442,0.837513,0.452039,0.316036,0.4953,0.729749,0.731971,0.836862,0.198567,0.373522,0.382426,0.968049,0.772511,0.900929,0.83357,0.82205,0.645904,0.937953,0.800564,0.235054,0.321693,0.28803,1
1,0.324992,0,0,0,0,0,0,0,0.000663,0,0,0,0.000655,0.347784,0.01221,0.081643,0.063707,0.032413,0.051399,0.104154,0.036941,0.071602,0.030029,0.128807,0.108194,0.070619,0.015652,0.029021,0.146946,0.023007,0.063489,0.043711,0.07815,0.064807,0.030003,0.049343,0.335651,0.043223,0.723218,0.916972,0.922888,0.698727,0.051785,0.103679,0.744519,0.691888,0.91281,0.40049,0.063789,0.042823,0.99163,1,0.995819,1,0.704066,1,0.995692,1,0.715495,0.246559,0.301731,0
0.205319,0.08811,0.046182,0.268351,0.126901,0,0,0.192477,0,0.203676,0,0.464446,0.274808,0.242303,0.596779,0.855088,0.61916,0.865878,0.847783,0.929444,0.601008,0.856649,0.925254,0.580767,0.462405,0.603543,0.601311,0.676255,0.826375,0.403237,0.818243,0.706091,0.875918,0.349921,0.875835,0.358206,0.575219,0.318718,0.509752,0.965915,0.99581,0.806697,0.259894,0.929448,0.60103,0.985881,0.905537,0.815769,0.254675,0.706133,0.875795,0.93691,0.21731,0.740106,0.276258,0.76456,0.189073,0.930665,0.219665,0.201393,0.141926,0.053172,0
1,0.45473,0,0,0,0,0,0,0,0.002475,0.03695,0,0,0.002444,0.129397,0.156316,0.23282,0.175123,0.188352,0.368987,0.281361,0.334471,0.379646,0.424053,0.298148,0.508928,0.424175,0.21713,0.157479,0.311864,0.218364,0.467584,0.194433,0.519777,0.426569,0.454825,0.192798,0.715482,0.403547,0.697887,0.960549,0.738312,0.370802,0.36898,0.281422,0.718264,0.867861,0.723514,0.122539,0.467463,0.19406,1,0.99163,1,0.995819,0.740927,0.95025,1,0.995692,0.229778,0.321562,0.181513,1
0.220655,0.099784,0.117497,0.67222,0.35066,0.292515,0.569112,0.033765,0.012692,0.036473,0,0,0.265527,0.47922,0.104671,0.750172,0.426816,0.820478,0.711302,0.801748,0.4246,0.7808,0.771096,0.554981,0.360354,0.638118,0.543894,0.605688,0.831193,0.307812,0.770305,0.643345,0.818212,0.306271,0.806014,0.333783,0.834554,0.096781,0.61034,0.967963,0.999609,0.788329,0.196556,0.801736,0.424707,0.94302,0.763582,0.833392,0.568526,0.643432,0.818559,0.923324,0.236979,0.719212,0.305519,0.782641,0.198502,0.885403,0.248141,0.175716,0.60302,0.564026,1
0.17348,0.247605,0.1434,0.431461,0.116869,0,0,0.03281,0,0.148748,0.024756,0.024242,0.071437,0.109033,0.160609,0.73977,0.779866,0.654451,0.80157,0.791552,0.835433,0.59783,0.881227,0.904037,0.820942,0.785544,0.974132,0.531804,0.837149,0.207213,0.720488,0.55914,0.896618,0.134457,0.774321,0.363576,0.700843,0.230932,0.570434,0.929066,0.980358,0.606962,0.475988,0.791837,0.835339,0.853819,0.216706,0.592437,0.888811,0.559162,0.896744,0.797783,0.215633,0.68207,0.25328,0.558863,0.218554,0.807234,0.213981,0.43725,0.518109,0.459407,1
0.524619,0.431275,0.131102,0.542681,0.056315,0.182199,0.384772,0,0,0.045377,0.008122,0,0.057687,0.106085,0.361674,0.517369,0.828143,0.360272,0.639456,0.638192,0.909702,0.387607,0.778534,0.306379,0.551866,0.185874,0.43325,0.658515,0.66798,0.499933,0.740552,0.797196,0.732977,0.578035,0.887005,0.256008,0.479962,0.27277,0.395532,0.936645,0.993344,0.897413,0.3566,0.638185,0.909919,0.952072,0.972588,0.923267,0.148917,0.797143,0.732943,0.911377,0.570815,0.784754,0.665718,0.671734,0.54987,0.889288,0.58739,0.296562,0.122825,0.252409,1
0.290551,0.211371,0,0.431964,0.092224,0.023092,0,0,0.008079,0.315298,0,0,0.282945,0.405233,0.220749,0.649935,0.706341,0.576002,0.710138,0.76572,0.728693,0.612069,0.829567,0.471594,0.761417,0.261303,0.633704,0.586501,0.800899,0.305763,0.744273,0.679682,0.787332,0.378267,0.820867,0.276581,0.750149,0.094311,0.532316,0.942371,0.993467,0.836326,0.401706,0.765712,0.728878,0.920181,0.746769,0.849548,0.585205,0.679706,0.787507,0.924201,0.31175,0.761275,0.380068,0.827432,0.247232,0.902971,0.320386,0.10952,0.580239,0.608605,1
0.370641,0.698633,0.32174,0.34079,0.086079,0,0,0,0.007833,0.093653,0,0.045517,0.539753,0.505532,0.343848,0.568701,0.579069,0.53145,0.610504,0.653879,0.568367,0.548061,0.692872,0.31465,0.483969,0.242042,0.413748,0.7239,0.620439,0.620921,0.767254,0.8072,0.530497,0.738797,0.813917,0.368864,0.794097,0.167259,0.616384,0.955212,0.987824,0.877407,0.305453,0.653881,0.568448,0.959595,0.936221,0.86656,0.300852,0.807238,0.530607,0.806016,0.455995,0.610521,0.604552,0.620039,0.42087,0.76425,0.482884,0.375254,0.156548,0.13831,0
0.426058,0.260727,0.170117,0.325595,0.231072,0.029086,0,0.266996,0.063213,0.225803,0,0.077048,0.227914,0.289686,0.113089,0.852358,0.487466,0.919689,0.808893,0.949591,0.530376,0.909612,0.921204,0.49594,0.45892,0.495234,0.53762,0.850497,0.732338,0.700967,0.902829,0.854965,0.764512,0.633912,0.942696,0.403914,0.522673,0.410422,0.517702,0.968728,0.998602,0.849955,0.241875,0.949574,0.530495,1,0.990273,0.82662,0.134426,0.855004,0.764398,0.863087,0.489514,0.751036,0.564922,0.688643,0.435601,0.896629,0.473131,0.41771,0.465985,0.424081,1
0.285364,0.262451,0.021758,0.581939,0.290998,0.313878,0.984409,0.123054,0.019734,0.055786,0.050021,0.038539,0.190477,0.314433,0.308996,0.639047,0.589441,0.613368,0.668934,0.707183,0.637818,0.581466,0.756016,0.402215,0.426784,0.39447,0.45659,0.565982,0.798132,0.281168,0.72862,0.61594,0.826637,0.262772,0.788899,0.273669,0.680541,0.143026,0.498737,0.963769,0.992924,0.839302,0.306261,0.707173,0.63797,0.924253,0.658515,0.816834,0.640561,0.615941,0.826893,0.881698,0.320944,0.684132,0.415375,0.686042,0.292862,0.89155,0.318698,0.535789,0.29815,0.268243,1
0.599267,0.258817,0.203877,0.250877,0,0,0,0,0,0.059771,0,0,0.129679,0.121188,0.18068,0.07119,0.395338,0,0.16648,0.395404,0.489735,0.278601,0.461065,0.249992,0.583084,0.091464,0.40355,0.089265,0.349981,0,0.20708,0.408556,0.44031,0.260621,0.48031,0.221856,0.523026,0.201408,0.391315,0.711265,0.971438,0.952916,0.367012,0.39542,0.490068,0.742061,0.888642,0.945993,0.196857,0.408505,0.440427,0.963521,0.616751,0.879277,0.678696,0.929402,0.453973,0.931235,0.640747,0.117916,0.437792,0.388467,1
0.389861,0.310618,0.075379,0.672947,0.195395,0.304911,0.537272,0.019322,0.015695,0.081433,0,0.04808,0.148733,0.288995,0.482559,0.631798,0.53533,0.627951,0.648117,0.709941,0.579726,0.608877,0.741508,0.357192,0.464567,0.310495,0.43772,0.605769,0.793004,0.336794,0.754657,0.639486,0.827291,0.294411,0.806745,0.257787,0.611883,0.176158,0.456572,0.967804,0.986453,0.8658,0.285804,0.710234,0.579476,0.926481,0.480219,0.736883,0.812325,0.639883,0.827182,0.957473,0.403769,0.72486,0.535594,0.843563,0.325391,0.923794,0.420204,0.186719,0.510351,0.279032,1
0.616234,0.352885,0.134117,0.324589,0.278595,0.004546,0,1,0.035343,0.045388,0,0.021977,0.063929,0.083194,0.305953,0.131758,0.421778,0.062933,0.221672,0.383999,0.530152,0.248439,0.463482,0.334549,0.625503,0.173399,0.481714,0.183276,0.364376,0.111389,0.279504,0.504367,0.4729,0.367618,0.564833,0.324928,0.522438,0.320031,0.462693,0.716602,0.954147,0.869617,0.447593,0.384002,0.530367,0.752655,0.877142,0.873473,0.202128,0.504289,0.472878,0.952945,0.641251,0.837121,0.733057,0.816994,0.531056,0.921814,0.665621,0.207868,0.322562,0.271764,1
0.205167,0.195382,0.131378,1,0.0847,0,0,0.127755,0.003638,0.915882,1,0.864511,0.07095,0.426838,0.203415,0.868936,1,0.717581,0.964949,0.862933,0.953464,0.632143,0.972996,0.626216,0.594624,0.574451,0.684554,0.909843,0.763415,0.754656,0.957592,0.94071,0.747586,0.763157,1,0.462132,0.534003,0.468702,0.563305,0.990971,0.992057,0.770939,0.254884,0.862915,0.95367,0.986222,0.955989,0.818859,0.15801,0.940703,0.747513,0.912816,0.222882,0.798557,0.255848,0.723451,0.19967,0.895477,0.228128,0.109288,0.335808,0.363521,0
0.350261,0.445251,0.051393,0.165263,0,0,0,0,0,0.064018,0,0.90364,0.566278,0.28805,0.246123,0.58497,0.685866,0.505079,0.653138,0.636691,0.734222,0.458912,0.726754,0.365538,0.447332,0.332899,0.437362,0.850839,0.559503,0.832099,0.831991,0.934302,0.579191,0.876769,0.928216,0.446186,0.528014,0.454898,0.549507,0.972518,0.99777,0.8384,0.263414,0.636678,0.734382,0.971733,0.961899,0.82695,0.120938,0.934292,0.579126,0.915155,0.37953,0.86991,0.400957,0.639527,0.385608,0.939477,0.371219,0.354251,0.739832,0.714708,0
0.499865,0.065392,0.107373,0.42499,0.078174,0,0,0.051513,0.031397,0.015703,0,0.002755,0.32036,0.367021,0.228493,0.610134,0.375124,0.670877,0.586326,0.728619,0.451781,0.683984,0.719754,0.397405,0.291094,0.478887,0.401922,0.724485,0.632925,0.612242,0.772803,0.802278,0.599081,0.682253,0.837529,0.385028,0.671553,0.277433,0.572067,0.945089,1,0.843463,0.17355,0.728606,0.451879,0.954305,0.938387,0.849061,0.29594,0.802292,0.599063,0.945271,0.52438,0.823809,0.604235,0.793489,0.443532,0.934703,0.532481,0.170721,0.268272,0.348147,1
0.448384,0.418511,0.072783,0.559165,0.122022,0.461906,0.389957,0,0,0.109553,0,0,0.002912,0.052806,0.183916,0.613634,0.58531,0.58394,0.647718,0.750003,0.655983,0.623966,0.795898,0.339658,0.549336,0.230969,0.456769,0.624957,0.580352,0.522545,0.680775,0.782816,0.677997,0.59837,0.854391,0.21513,0.354835,0.319471,0.310394,0.943991,0.992907,0.887437,0.326445,0.750012,0.656205,0.943597,0.939618,0.933584,0.118879,0.782777,0.677913,0.955864,0.465161,0.830014,0.537954,0.883673,0.35725,0.932379,0.478831,0.201423,0.145019,0.057477,1
0.375321,0.049128,0.054631,0.293493,0.153693,0,0,0.625548,0.046353,0.029848,0,0,0.117995,0.102482,0.457338,0.573963,0.432994,0.60132,0.573912,0.664393,0.506539,0.586095,0.683563,0.28087,0.345331,0.290643,0.336666,0.655304,0.514363,0.611912,0.675104,0.774342,0.600526,0.643101,0.817239,0.257218,0.398673,0.334946,0.359522,0.964523,0.998217,0.89413,0.213822,0.664379,0.506651,0.953909,0.875314,0.876342,0.331788,0.774326,0.600453,0.944201,0.394174,0.843633,0.443026,0.885804,0.298317,0.931946,0.400993,0.210162,0.563732,0.520495,1
0.491679,0.259112,0.183083,0.36175,0,0,0,0,0,0.152132,0,0,1,1,0.254372,0.675264,0.72718,0.598074,0.735948,0.733063,0.762485,0.559818,0.812879,0.60979,0.465057,0.639624,0.623652,0.987283,0.733329,0.878126,1,0.963739,0.598708,0.902738,0.957966,0.786467,1,0.492113,1,0.948458,0.991036,0.720822,0.287019,0.733052,0.762654,0.96377,0.904211,0.681169,0.333368,0.963791,0.598783,0.838132,0.581727,0.685272,0.714494,0.70782,0.489071,0.82887,0.590636,0.26172,0.290642,0.24524,1
0.274218,0.150025,0.069685,0.468821,0.201382,0.006469,0,0.032405,0.023708,0.133041,0.006363,0.05863,0,0.037812,0.495968,0.723939,0.932587,0.568711,0.831672,0.814765,0.949654,0.577415,0.932923,0.314359,0.486698,0.239837,0.414562,0.645296,0.768724,0.406564,0.772633,0.761147,0.897746,0.409151,0.925638,0.163049,0.261815,0.329314,0.232023,0.961786,0.98088,0.911885,0.337924,0.814782,0.949774,0.93405,0.685659,0.858262,0.630057,0.761104,0.897758,0.896617,0.303277,0.736289,0.370876,0.725446,0.266137,0.849399,0.321447,0.447313,0.363375,0.479684,1
0.325997,0.20775,0.085197,0.390472,0.114443,0.238834,0,0.211557,0.021187,0.061059,0.016628,0.170139,0.422847,0.454327,0.286712,0.664501,0.395905,0.728646,0.635043,0.666505,0.378562,0.641847,0.648396,0.513927,0.423704,0.542231,0.537577,0.564373,0.829725,0.255186,0.740474,0.537833,0.771726,0.19614,0.708719,0.332953,0.776295,0.139395,0.583353,0.983576,0.996536,0.7565,0.313484,0.666499,0.378697,0.914258,0.32551,0.644516,0.868465,0.537917,0.771855,0.942621,0.342947,0.834715,0.388916,0.816733,0.281027,0.910256,0.356595,0.23079,0.494974,0.357628,1
0.274332,0.206697,0.11987,0.667356,0.295293,0.696776,0.178991,0.788954,0.054847,0.870221,0,0.035787,0.0325,0.293362,0.346237,0.958308,0.60231,1,0.924573,1,0.454832,1,0.940226,0.834031,0.703502,0.77273,0.878399,0.689822,0.901979,0.363715,0.858934,0.696539,0.917249,0.306863,0.885146,0.431404,0.609329,0.377141,0.576095,0.963021,0.988225,0.732766,0.376128,1,0.454971,0.981619,0.932997,0.77272,0.201361,0.696617,0.917088,0.892957,0.304646,0.774127,0.352894,0.663471,0.291117,0.861045,0.317231,0.302801,0.617054,0.470823,0
0.412729,0.432057,0.108753,0.570642,0.090737,0,0,0.377196,0.021047,0.230736,0.057304,0.019229,0.192361,0.383507,0.494371,0.799883,0.741791,0.744828,0.838407,0.833867,0.760359,0.67856,0.893834,0.685903,0.529412,0.695884,0.703872,0.974748,0.654838,0.921174,0.958852,1,0.635147,0.925717,0.999545,0.660409,0.593113,0.651847,0.727923,0.968116,0.995424,0.729473,0.237768,0.833853,0.760529,0.970625,0.948537,0.737278,0.127681,1,0.635083,0.948947,0.431294,0.85165,0.482597,0.775449,0.374736,0.939119,0.437592,0.242978,0.040904,0.150351,1
1,0.272876,0,0,0,0,0,0,0,0.00328,0,0,0,0.003239,0.283388,0.165804,0.176134,0.211384,0.180029,0.304788,0.240078,0.276601,0.315803,0.414579,0.269359,0.515813,0.40636,0.230395,0.109311,0.365538,0.207938,0.385898,0.15932,0.43388,0.351593,0.444611,0.168409,0.722008,0.385391,0.709043,0.942991,0.646869,0.393674,0.304829,0.239917,0.729827,0.796959,0.629733,0.141925,0.385823,0.158745,0.99163,1,0.995819,1,0.704066,1,0.995692,1,0.715495,0.516824,0.301731,1
0.343463,0.055751,0.166742,0.540335,0.123522,0,0,0.058145,0.062491,0.250075,0.28272,0.033712,0.027194,0.126101,0.416784,0.775968,0.671121,0.746123,0.799814,0.800168,0.644868,0.687245,0.833288,0.557177,0.684765,0.424159,0.667754,0.688543,0.77771,0.456018,0.806922,0.684483,0.762474,0.402876,0.814562,0.321891,0.512346,0.324096,0.456008,0.977983,0.994779,0.802041,0.391076,0.800182,0.64507,0.968352,0.728991,0.783648,0.597944,0.684454,0.762429,0.939511,0.362517,0.803741,0.425544,0.84259,0.286997,0.888999,0.384684,0.23673,0.310625,0.209542,1
0.417032,0.520559,0,0.56555,0,0,0,0,0,0.238297,0.008069,0,0.242777,0.456516,0.650141,0.682647,0.764175,0.591086,0.752096,0.748521,0.802138,0.561382,0.836814,0.67049,0.655785,0.591318,0.740158,0.764401,0.757423,0.57002,0.85224,0.793801,0.730598,0.575134,0.883523,0.564416,0.739335,0.432433,0.727486,0.942099,0.989694,0.708388,0.357511,0.748515,0.802331,0.962914,0.952375,0.732871,0.216418,0.793836,0.730619,0.92312,0.447982,0.715915,0.58008,0.945959,0.310392,0.906279,0.458176,0.07517,0.452303,0.166762,1
0.509726,0.239237,0,0.480042,0.055928,0.007331,0,0,0.006384,0.070084,0.058563,0,0.213264,0.294563,0.232313,0.640226,0.537763,0.637248,0.655449,0.709754,0.559974,0.616881,0.735665,0.454997,0.501924,0.413092,0.523718,0.729185,0.680978,0.58202,0.79589,0.782972,0.659196,0.612243,0.847027,0.397882,0.652792,0.306201,0.572496,0.959559,0.997293,0.81843,0.283536,0.709752,0.560076,0.956792,0.884221,0.830369,0.342103,0.783004,0.659204,0.964695,0.523958,0.780264,0.650541,0.92928,0.386192,0.935711,0.5424,0.163114,0.169129,0.247351,1
0.206589,0.191496,0.117341,0.566704,0.134222,0.023426,0,0.542534,0.016597,0.157685,0,0,0.05301,0.114164,0.473336,0.728578,0.530203,0.749072,0.723092,0.886274,0.55414,0.82569,0.876818,0.622295,0.611355,0.558154,0.687976,0.526737,0.754352,0.263229,0.682853,0.655033,0.85196,0.297691,0.82817,0.274187,0.520249,0.263487,0.426431,0.924551,0.998841,0.779277,0.351581,0.886263,0.554239,0.887828,0.721296,0.845028,0.52157,0.654975,0.852006,0.94725,0.216268,0.781775,0.263152,0.919949,0.158109,0.928734,0.221483,0.056338,0.170688,0.339147,1
0.346108,0.349477,0.070716,0.563314,0.074902,0,0,0.695731,0.009457,0.150657,0,0,0,0.078936,0.162087,0.771373,0.992613,0.60093,0.885864,0.788718,1,0.525999,0.926354,0.506234,0.602002,0.413031,0.599106,0.659684,0.877413,0.343093,0.827511,0.677931,0.908062,0.288158,0.867593,0.246325,0.450544,0.283667,0.375465,0.975144,0.974002,0.814067,0.49191,0.788764,1,0.948766,0.575369,0.772374,0.74741,0.677889,0.90807,0.948915,0.361688,0.861781,0.39994,0.921937,0.264316,0.922838,0.373431,0.146138,0.503478,0.411608,0
0.934262,0.402325,0.109418,0.017285,0.042921,0.077976,0,0,0,0.017829,0.004344,0,0,0.01645,0.165119,0.197032,0.293901,0.198629,0.237534,0.401711,0.5193,0.273665,0.474687,0.525788,0.441592,0.545747,0.553039,0.276592,0.205313,0.353032,0.2801,0.508005,0.387788,0.434419,0.533686,0.555737,0.312663,0.741552,0.528029,0.686519,0.935446,0.66649,0.501728,0.401792,0.519257,0.713633,0.759175,0.651951,0.225932,0.507998,0.387406,0.968859,0.95622,0.934342,0.995733,0.694252,0.947469,0.963062,0.965915,0.596688,0.448154,0.319393,1
0.206095,0.117791,0.076091,0.857146,0,0,0,0,0,0.375846,0.278089,0.121798,0.186253,0.497707,0.45108,0.798609,0.812593,0.712531,0.857151,0.802159,0.805601,0.622652,0.881214,0.562632,0.60176,0.486751,0.640487,0.690232,0.889868,0.373406,0.854243,0.688985,0.881715,0.322378,0.865366,0.384886,0.795193,0.184811,0.628018,0.992462,0.996636,0.788876,0.278619,0.802152,0.805771,0.993617,0.914636,0.82449,0.278537,0.68911,0.881778,0.960389,0.2128,0.81768,0.250995,0.956337,0.15173,0.924084,0.222066,0.042553,0,0,1
0.365997,0.295333,0,0.492919,0.060113,0,0,0,0.003954,0.31726,0.240164,0,0.004227,0.127557,0.251443,0.767699,0.577147,0.776756,0.767073,0.804261,0.535121,0.737723,0.804975,0.5202,0.645383,0.402252,0.625723,0.587151,0.82999,0.284612,0.756697,0.614242,0.857337,0.23815,0.799846,0.265739,0.463156,0.296495,0.394677,0.976185,0.994335,0.809861,0.361282,0.804309,0.535381,0.890556,0.30127,0.665298,0.87692,0.614195,0.8574,0.944833,0.384125,0.835905,0.436015,0.84974,0.303253,0.924372,0.394236,0.198706,0.225998,0.178759,1
0.291254,0.270285,0.134331,0.384414,0.049121,0.286261,0.014804,0,0,0.076915,0,0.001473,0.43385,0.459058,0.433192,0.51312,0.559049,0.471857,0.561039,0.606563,0.643736,0.461362,0.676303,0.275604,0.44802,0.215141,0.371489,0.52668,0.71432,0.293425,0.666349,0.633264,0.729282,0.357136,0.763104,0.260601,0.800114,0.038624,0.54386,0.954804,0.991945,0.883644,0.315671,0.606648,0.643789,0.914283,0.746851,0.855668,0.572294,0.63338,0.729672,0.944644,0.305741,0.78444,0.369736,0.812869,0.252269,0.918444,0.31575,0.118409,0.532296,0.553201,1
0.345102,0.5461,0.260836,0.525784,0,0,0,0,0,0.157931,0,0,0,0.053825,0.580296,0.795945,0.546318,0.824838,0.780772,0.926495,0.591714,0.857071,0.920191,0.577468,0.421539,0.626553,0.583485,0.747863,0.718079,0.578261,0.824361,0.801184,0.817612,0.521981,0.923657,0.396977,0.360531,0.523719,0.439377,0.945064,0.991992,0.806564,0.248262,0.92648,0.591851,0.975557,0.980839,0.823,0.077746,0.80114,0.817578,0.901696,0.379522,0.648706,0.52976,0.589467,0.412193,0.884191,0.388621,0.525865,0.422969,0.334319,0
0.721202,0.785653,0,0.131855,0,0,0,0,0,0.004902,0,0,0,0.003492,0.226756,0.021505,0.15821,0.04189,0.061109,0.071729,0.205948,0.018328,0.117385,0.060378,0.259344,0.060531,0.142125,0.022871,0.07588,0.120904,0.047386,0.072154,0.115522,0.037793,0.09985,0.048776,0.131295,0.295892,0.093424,0.687909,0.896199,0.827466,1,0.071795,0.205873,0.69199,0.50699,0.785534,0.760303,0.072081,0.114979,0.965887,0.740425,0.840478,0.854498,0.897366,0.56585,0.934222,0.768656,0.0913,0.060584,0.159546,0
0.477504,0.562225,0.53626,0,0.109579,0.389508,0.322586,0.000665,0,0.010736,0,0,0,0.005063,0.356705,0.064386,0.302407,0.031979,0.135185,0.265808,0.570078,0.093632,0.37935,0.14843,0.448504,0.048948,0.278154,0.061413,0.156868,0.109795,0.107958,0.319386,0.394909,0.171991,0.395651,0.144057,0.272353,0.299658,0.223599,0.705146,0.917678,0.844118,0.964243,0.265945,0.569736,0.736203,0.82539,0.909114,0.421927,0.319326,0.39446,0.790853,0.598729,0.560789,0.847925,0.427485,0.786446,0.789471,0.602234,0.320557,0.082742,0.081073,0
0,0,0.844745,0,0,0,0,0,0,0,0,0.021977,0,0.009135,0,0,0,0.084145,0,0,0,0.020211,0,0,0,0.155117,0,0.0569,0.185129,0.082556,0.116388,0.311739,0.608756,0.006185,0.475022,0.194099,0.425544,0.242479,0.32783,0,0,0,0,0,0,0.678366,0.560967,0.813596,0.772587,0.311732,0.608414,0,0,0,0,0,0,0,0,0,1,1,0
0.655869,0.605073,0,0.265059,0.337408,0,0,0,0.022944,0.018249,0,0,0.000259,0.012031,0.5146,0.238372,0.286338,0.2527,0.268062,0.511473,0.498918,0.41048,0.557629,0.671325,0.442856,0.734721,0.660536,0.292654,0.299052,0.303044,0.330014,0.586049,0.378832,0.54737,0.58841,0.604325,0.473127,0.677267,0.634546,0.674854,0.968132,0.687934,0.319627,0.511476,0.499013,0.709547,0.838865,0.709763,0.224371,0.590407,0.380862,0.977657,0.665243,0.916991,0.712249,0.662803,0.696701,0.971387,0.672279,1,0.445832,0.301216,1
