@relation microarray.txt

@attribute Score numeric
@attribute AlignLen numeric
@attribute totalMFE numeric
@attribute seedMFE numeric
@attribute totalGC numeric
@attribute totalAU numeric
@attribute totalGU numeric
@attribute totalGaps numeric
@attribute totalMismatches numeric
@attribute seedGC numeric
@attribute seedAT numeric
@attribute seedGU numeric
@attribute seedMismatches numeric
@attribute Pos_1 numeric
@attribute Pos_2 numeric
@attribute Pos_3 numeric
@attribute Pos_4 numeric
@attribute Pos_5 numeric
@attribute Pos_6 numeric
@attribute Pos_7 numeric
@attribute Pos_8 numeric
@attribute Pos_9 numeric
@attribute Pos_10 numeric
@attribute Pos_11 numeric
@attribute Pos_12 numeric
@attribute Pos_13 numeric
@attribute Pos_14 numeric
@attribute Pos_15 numeric
@attribute Pos_16 numeric
@attribute Pos_17 numeric
@attribute Pos_18 numeric
@attribute Pos_19 numeric
@attribute Pos_20 numeric
@attribute Class {Target,Non-Target}

@data
141,11,-31.5,-14.6,7,5,3,0,5,3,3,0,1,2,5,1,2,1,2,1,2,1,1,1,3,2,5,5,5,3,1,5,3,Target
141,18,-28.4,-20.5,6,7,3,1,3,4,2,1,0,2,1,2,1,1,3,2,1,5,2,1,3,4,2,2,1,3,5,2,5,Target
141,18,-28.4,-20.5,6,7,3,1,3,4,2,1,0,2,1,2,1,1,3,2,1,5,2,1,3,4,2,2,1,3,5,2,5,Target
140,19,-26,-20.5,6,7,2,0,5,4,2,1,0,2,1,2,1,1,3,2,1,5,2,1,3,5,2,5,2,5,2,5,1,Target
146,19,-23,-20.1,5,8,2,1,4,4,3,0,0,2,2,1,1,2,1,1,2,5,4,2,3,2,5,2,5,5,3,1,2,Target
170,19,-29.2,-20.1,8,8,0,1,3,4,3,0,0,5,2,1,1,2,1,1,2,2,5,4,2,1,2,2,5,2,1,1,1,Target
141,19,-25.11,-20.1,7,5,2,2,4,4,3,0,0,3,2,1,1,2,1,1,2,5,4,4,1,2,5,5,3,1,5,1,2,Target
143,15,-23.4,-15.7,5,8,1,1,5,4,2,0,1,3,5,1,1,2,1,1,2,2,1,4,2,5,2,2,2,2,5,5,5,Target
151,20,-25.3,-20.1,5,9,1,1,4,4,3,0,0,2,2,1,1,2,1,1,2,5,2,5,3,5,2,2,5,4,2,1,2,Target
170,19,-26.4,-20.1,7,9,0,1,3,4,3,0,0,5,2,1,1,2,1,1,2,2,2,4,2,1,2,2,5,2,1,5,1,Target
142,20,-24.8,-20.1,7,5,2,2,4,4,3,0,0,3,2,1,1,2,1,1,2,5,4,4,1,2,5,5,3,1,5,1,2,Target
151,20,-24,-20.1,5,9,1,1,4,4,3,0,0,2,2,1,1,2,1,1,2,2,5,4,2,5,2,5,2,3,5,2,1,Target
145,19,-23.8,-15.7,6,7,0,0,7,4,2,0,1,5,5,1,1,2,1,1,2,5,5,5,1,2,2,2,2,5,2,1,5,Target
177,20,-33,-20.1,6,10,1,0,3,4,3,0,0,2,2,1,1,2,1,1,2,2,5,2,1,2,5,2,3,1,2,5,2,Target
147,14,-22.5,-20.1,5,7,1,0,7,4,3,0,0,2,2,1,1,2,1,1,2,5,2,5,3,5,2,2,5,5,1,5,5,Target
178,19,-31.8,-20.1,8,9,0,1,2,4,3,0,0,5,2,1,1,2,1,1,2,2,2,4,2,1,2,2,5,2,1,1,1,Target
141,19,-24.3,-20.1,7,5,2,2,4,4,3,0,0,3,2,1,1,2,1,1,2,5,4,4,1,2,5,5,3,1,5,1,2,Target
167,18,-20.9,-20.1,5,9,1,0,5,4,3,0,0,5,2,1,1,2,1,1,2,5,2,2,5,2,2,2,2,5,3,1,5,Target
159,20,-27.1,-20.1,5,9,2,1,3,4,3,0,0,2,2,1,1,2,1,1,2,2,5,5,3,2,2,2,4,2,1,3,5,Target
158,17,-22.6,-20.1,5,7,2,0,6,4,3,0,0,5,2,1,1,2,1,1,2,2,2,3,5,5,2,2,5,1,3,5,5,Target
153,19,-26.3,-18,6,9,1,2,2,3,3,1,0,5,2,3,1,2,1,1,2,2,2,4,4,2,2,2,5,1,1,1,2,Target
142,9,-20,-20.1,5,4,4,0,7,4,3,0,0,5,2,1,1,2,1,1,2,3,3,5,5,2,5,5,3,5,1,5,3,Target
142,19,-19.7,-18,5,7,4,1,3,3,3,1,0,5,2,3,1,2,1,1,2,3,2,5,1,4,2,2,2,5,1,3,3,Target
140,7,-16.3,-16.9,4,5,3,0,8,3,4,0,0,5,2,2,2,1,2,1,1,5,3,5,5,5,1,5,3,5,2,5,3,Target
149,19,-23.57,-20.1,5,9,1,2,3,4,3,0,0,2,2,1,1,2,1,1,2,5,2,4,4,2,5,2,2,5,1,3,2,Target
162,19,-30.1,-20.1,8,6,2,1,3,4,3,0,0,5,2,1,1,2,1,1,2,2,2,5,1,5,2,4,3,1,1,1,3,Target
158,19,-28,-20.1,7,6,3,1,3,4,3,0,0,5,2,1,1,2,1,1,2,5,5,4,1,2,2,2,3,1,3,1,3,Target
155,17,-28.2,-15.7,7,7,1,0,5,4,2,0,1,5,5,1,1,2,1,1,2,2,2,2,1,2,2,5,3,5,1,1,5,Target
155,16,-24.5,-20.1,5,9,0,1,5,4,3,0,0,2,2,1,1,2,1,1,2,2,2,5,4,1,2,5,2,2,5,5,5,Target
150,19,-25.1,-20.1,7,5,3,1,4,4,3,0,0,5,2,1,1,2,1,1,2,5,5,4,1,2,2,5,3,1,3,1,3,Target
149,19,-25.26,-20.1,5,9,1,2,3,4,3,0,0,2,2,1,1,2,1,1,2,2,3,4,4,2,2,5,2,5,1,5,2,Target
149,19,-26,-20.1,5,9,1,2,3,4,3,0,0,2,2,1,1,2,1,1,2,2,4,4,3,2,5,2,2,5,5,1,2,Target
146,9,-20.2,-20.1,4,4,2,0,10,4,3,0,0,5,2,1,1,2,1,1,2,2,3,5,5,5,5,5,3,5,5,5,5,Target
146,17,-22.04,-20.1,6,5,1,0,8,4,3,0,0,5,2,1,1,2,1,1,2,5,2,5,5,5,2,5,3,1,1,5,5,Target
144,11,-26.8,-20.1,7,4,2,0,7,4,3,0,0,3,2,1,1,2,1,1,2,5,5,2,1,5,5,5,3,5,1,1,5,Target
143,18,-24.5,-20.1,7,5,1,0,7,4,3,0,0,2,2,1,1,2,1,1,2,5,5,5,1,2,5,5,3,5,1,1,5,Target
143,18,-26.6,-20.1,6,5,2,0,7,4,3,0,0,3,2,1,1,2,1,1,2,5,5,2,5,5,2,5,3,5,1,1,5,Target
141,8,-22.3,-20.1,5,3,3,0,9,4,3,0,0,5,2,1,1,2,1,1,2,3,5,3,5,5,5,5,3,5,1,5,5,Target
140,7,-23.62,-20.1,7,4,1,0,8,4,3,0,0,2,2,1,1,2,1,1,2,5,5,5,1,5,5,5,3,5,1,1,5,Target
140,7,-18.7,-20.1,6,3,2,0,9,4,3,0,0,5,2,1,1,2,1,1,2,5,3,5,5,5,5,5,3,1,5,1,5,Target
140,7,-21.12,-20.1,6,3,2,0,9,4,3,0,0,5,2,1,1,2,1,1,2,5,3,5,1,5,5,5,3,5,1,5,5,Target
143,12,-25.2,-20.1,5,7,1,1,6,4,3,0,0,2,2,1,1,2,1,1,2,5,2,4,2,1,5,5,2,5,5,5,3,Target
141,8,-22.6,-20.1,4,3,1,0,12,4,3,0,0,5,2,1,1,2,1,1,2,3,5,5,5,5,5,5,5,5,5,5,5,Target
154,22,-28,-20.1,5,10,0,3,2,4,3,0,0,2,2,1,1,2,1,1,2,2,4,2,2,1,4,4,2,5,2,2,5,Target
162,19,-34,-20.1,7,7,3,1,2,4,3,0,0,3,2,1,1,2,1,1,2,5,5,4,1,2,2,2,3,1,3,1,2,Target
154,20,-26.1,-20.1,5,8,1,2,4,4,3,0,0,5,2,1,1,2,1,1,2,2,2,4,4,2,5,5,5,2,2,1,3,Target
153,16,-24.3,-20.1,5,7,3,0,5,4,3,0,0,2,2,1,1,2,1,1,2,2,3,5,3,5,2,5,2,1,5,5,3,Target
152,19,-29,-20.1,6,5,5,0,4,4,3,0,0,3,2,1,1,2,1,1,2,5,3,3,3,5,2,5,3,5,1,1,2,Target
151,18,-30.3,-20.1,6,5,4,0,5,4,3,0,0,3,2,1,1,2,1,1,2,3,2,3,5,5,2,5,3,5,1,1,5,Target
151,10,-24,-20.1,6,5,2,0,7,4,3,0,0,5,2,1,1,2,1,1,2,2,3,2,5,5,5,5,3,5,1,1,5,Target
150,19,-23,-20.1,6,5,5,1,3,4,3,0,0,5,2,1,1,2,1,1,2,5,3,4,3,2,5,2,3,1,3,1,3,Target
150,21,-27.7,-20.1,6,8,1,2,3,4,3,0,0,2,2,1,1,2,1,1,2,5,4,2,2,1,2,5,4,2,5,1,3,Target
149,20,-26.8,-20.1,7,5,4,2,2,4,3,0,0,3,2,1,1,2,1,1,2,5,3,4,3,2,5,2,3,1,4,1,1,Target
147,16,-25.8,-20.1,6,5,4,1,4,4,3,0,0,3,2,1,1,2,1,1,2,3,3,4,1,2,5,5,2,1,5,3,5,Target
146,19,-26.34,-20.1,7,4,5,1,3,4,3,0,0,3,2,1,1,2,1,1,2,5,3,5,1,5,2,4,3,1,3,1,3,Target
146,19,-25.64,-20.1,6,5,5,1,3,4,3,0,0,3,2,1,1,2,1,1,2,5,3,5,1,5,2,4,3,1,3,3,2,Target
142,19,-26,-20.1,8,4,2,1,5,4,3,0,0,3,2,1,1,2,1,1,2,5,5,5,1,5,2,5,3,4,1,1,1,Target
142,13,-24.8,-20.1,5,4,4,0,7,4,3,0,0,3,2,1,1,2,1,1,2,5,3,5,1,5,2,5,3,5,3,5,5,Target
141,17,-21.9,-20.1,6,6,1,3,4,4,3,0,0,5,2,1,1,2,1,1,2,5,4,4,1,2,2,4,2,3,1,5,5,Target
140,7,-25.02,-20.1,7,3,3,0,7,4,3,0,0,3,2,1,1,2,1,1,2,5,3,5,1,5,5,5,3,5,1,1,5,Target
140,7,-24.9,-20.1,6,4,2,0,8,4,3,0,0,3,2,1,1,2,1,1,2,5,5,5,1,5,2,5,3,5,5,1,5,Target
165,16,-24.8,-20.1,5,8,2,0,5,4,3,0,0,5,2,1,1,2,1,1,2,2,2,5,5,2,2,2,3,1,5,5,3,Target
146,13,-24.9,-20.1,4,5,3,0,8,4,3,0,0,3,2,1,1,2,1,1,2,5,5,3,3,2,2,5,5,5,5,5,5,Target
142,19,-26.4,-20.1,6,8,0,5,1,4,3,0,0,2,2,1,1,2,1,1,2,4,4,4,4,4,2,2,2,5,1,1,2,Target
142,9,-21.7,-20.1,6,4,2,0,8,4,3,0,0,5,2,1,1,2,1,1,2,5,2,5,5,5,5,5,3,5,1,1,3,Target
141,17,-23.2,-20.1,5,7,1,4,3,4,3,0,0,5,2,1,1,2,1,1,2,4,4,4,4,2,2,2,2,5,1,5,3,Target
162,19,-32.8,-20.1,7,7,3,1,2,4,3,0,0,3,2,1,1,2,1,1,2,5,5,4,1,2,2,2,3,1,3,1,2,Target
154,13,-22.3,-20.1,5,6,1,0,8,4,3,0,0,5,2,1,1,2,1,1,2,2,2,5,1,5,2,5,3,5,5,5,5,Target
151,21,-25.4,-20.1,6,7,2,2,3,4,3,0,0,3,2,1,1,2,1,1,2,5,2,5,1,5,2,4,4,2,2,1,3,Target
151,21,-24.7,-20.1,6,6,2,2,4,4,3,0,0,5,2,1,1,2,1,1,2,5,3,5,1,5,2,4,4,2,2,1,3,Target
149,18,-28.3,-20.1,7,5,3,1,4,4,3,0,0,3,2,1,1,2,1,1,2,5,5,4,1,2,2,5,3,1,3,1,5,Target
149,18,-22.1,-20.1,6,5,4,1,4,4,3,0,0,5,2,1,1,2,1,1,2,5,3,4,3,2,5,2,3,1,3,1,5,Target
149,18,-30.4,-20.1,8,5,2,1,4,4,3,0,0,2,2,1,1,2,1,1,2,2,3,4,1,5,5,5,3,1,1,1,5,Target
147,21,-26.6,-20.1,6,7,1,2,4,4,3,0,0,2,2,1,1,2,1,1,2,4,4,2,2,5,1,5,5,5,2,1,3,Target
147,18,-21.2,-20.1,7,4,2,0,7,4,3,0,0,5,2,1,1,2,1,1,2,5,3,5,1,2,5,5,3,5,1,1,5,Target
146,21,-29.3,-20.1,6,7,2,2,3,4,3,0,0,2,2,1,1,2,1,1,2,5,4,3,2,1,5,5,4,2,2,1,3,Target
146,21,-20.9,-20.1,4,8,0,3,5,4,3,0,0,5,2,1,1,2,1,1,2,4,4,4,2,2,5,5,5,2,2,2,5,Target
144,19,-28.3,-20.1,6,6,2,0,6,4,3,0,0,2,2,1,1,2,1,1,2,5,3,5,5,5,2,5,3,5,1,1,2,Target
143,20,-22.2,-20.1,6,6,0,1,7,4,3,0,0,5,2,1,1,2,1,1,2,5,4,2,2,5,2,5,5,5,1,5,1,Target
143,18,-22.5,-20.1,7,4,1,0,8,4,3,0,0,5,2,1,1,2,1,1,2,5,5,5,1,5,2,5,3,5,1,1,5,Target
143,12,-22.3,-20.1,6,6,2,1,5,4,3,0,0,2,2,1,1,2,1,1,2,5,2,4,1,2,5,5,3,1,5,5,3,Target
142,18,-26.2,-15.7,5,8,4,1,2,4,2,0,1,2,5,1,1,2,1,1,2,2,3,3,4,2,2,2,3,1,3,5,2,Target
142,21,-25.1,-20.1,4,7,2,3,4,4,3,0,0,3,2,1,1,2,1,1,2,4,4,4,2,2,2,5,5,2,5,3,5,Target
142,9,-24.2,-20.1,4,5,1,0,10,4,3,0,0,2,2,1,1,2,1,1,2,5,2,5,5,5,5,5,3,5,5,5,5,Target
142,19,-26.34,-20.1,7,5,3,1,4,4,3,0,0,2,2,1,1,2,1,1,2,5,5,5,1,5,2,4,3,1,3,1,3,Target
141,12,-22.1,-20.1,5,4,3,0,8,4,3,0,0,3,2,1,1,2,1,1,2,5,5,5,1,2,5,5,3,5,5,5,3,Target
140,7,-20.22,-20.1,7,3,2,0,8,4,3,0,0,5,2,1,1,2,1,1,2,5,3,5,1,5,5,5,3,5,1,1,5,Target
140,7,-24.32,-20.1,7,3,3,0,7,4,3,0,0,3,2,1,1,2,1,1,2,5,3,5,1,5,5,5,3,5,1,1,5,Target
140,11,-30.4,-18,6,5,4,0,5,3,3,1,0,3,2,3,1,2,1,1,2,2,3,2,1,5,5,5,3,5,1,1,5,Target
140,7,-25.22,-20.1,6,3,2,0,9,4,3,0,0,3,2,1,1,2,1,1,2,5,5,5,1,5,5,5,3,5,1,5,5,Target
160,17,-25.7,-19.9,9,5,0,1,5,4,3,0,0,5,1,1,2,1,1,2,2,4,1,5,2,5,2,1,1,1,1,5,5,Target
146,17,-27.2,-14.3,4,8,4,0,4,1,5,1,0,1,2,2,2,1,2,3,2,1,3,3,5,5,3,2,2,2,1,5,5,Target
143,18,-18,-16.7,3,9,2,0,6,2,4,1,0,5,3,2,2,1,2,1,2,5,5,5,2,2,5,2,2,2,3,1,5,Target
141,18,-25.2,-12.6,5,9,2,2,2,2,4,0,1,1,5,2,2,1,2,1,2,4,4,3,2,2,1,3,2,2,5,1,2,Target
151,21,-22.9,-16.7,5,8,2,2,3,2,4,1,0,5,2,3,2,1,2,1,2,1,4,4,1,3,2,2,5,5,2,2,1,Target
150,19,-26,-16.6,5,8,4,1,2,2,4,1,0,5,2,2,2,1,2,1,3,4,3,1,2,2,1,3,2,3,1,5,2,Target
148,19,-22.8,-16.6,5,7,4,2,2,2,5,0,0,5,2,2,2,1,2,1,2,5,1,1,4,3,3,3,2,3,4,1,2,Target
148,19,-25.1,-16.7,5,8,4,0,3,2,4,1,0,1,3,2,2,1,2,1,2,5,1,5,2,3,5,2,2,3,3,1,2,Target
145,20,-19.74,-16.6,4,8,2,3,3,2,5,0,0,5,2,2,2,1,2,1,2,4,4,4,1,5,3,5,2,1,3,2,2,Target
143,16,-22.7,-14.3,3,9,4,1,3,1,5,1,0,5,2,2,2,1,2,3,2,4,1,3,2,3,1,2,2,3,5,5,2,Target
142,21,-24.4,-16.3,5,6,5,2,2,2,4,1,0,5,2,2,3,1,2,1,2,4,1,3,1,2,4,3,3,5,3,2,1,Target
141,20,-32.2,-16.7,5,7,5,3,0,2,4,1,0,1,3,2,2,1,2,1,2,4,4,4,1,3,3,2,2,1,3,3,2,Target
156,19,-27.2,-22.1,6,9,2,2,1,5,2,0,0,2,1,1,1,2,1,2,1,2,4,2,2,2,4,1,5,3,3,2,2,Target
150,19,-34,-20.8,7,8,2,1,2,4,2,1,0,2,1,1,1,2,1,2,3,5,5,2,4,2,1,1,2,1,3,2,2,Target
155,18,-28.6,-22.1,9,2,4,0,5,5,2,0,0,5,1,1,1,2,1,2,1,3,1,3,3,5,1,5,5,1,1,3,5,Target
151,18,-32.7,-20.8,8,6,2,0,4,4,2,1,0,2,1,1,1,2,1,2,3,5,1,2,5,5,1,1,2,1,3,2,5,Target
164,19,-34.7,-22.1,9,3,5,0,3,5,2,0,0,5,1,1,1,2,1,2,1,3,1,5,3,2,1,5,3,1,1,3,3,Target
151,22,-23.69,-22.1,7,5,1,3,4,5,2,0,0,5,1,1,1,2,1,2,1,2,5,2,5,5,1,4,4,4,1,2,3,Target
149,19,-23.7,-22.1,7,6,1,2,4,5,2,0,0,5,1,1,1,2,1,2,1,3,5,2,4,4,1,1,2,5,5,2,2,Target
142,17,-28.5,-21.7,8,4,4,0,4,5,1,1,0,2,1,1,1,2,1,3,1,5,1,5,3,2,1,5,2,3,1,5,3,Target
160,11,-28.4,-22.1,7,5,2,0,6,5,2,0,0,5,1,1,1,2,1,2,1,2,1,2,2,5,5,1,3,5,3,5,5,Target
151,16,-22,-22.1,7,5,1,1,6,5,2,0,0,5,1,1,1,2,1,2,1,2,5,2,3,5,1,4,2,1,5,5,5,Target
150,18,-30.7,-22.1,10,5,0,3,2,5,2,0,0,2,1,1,1,2,1,2,1,5,1,4,4,2,1,1,4,1,1,2,5,Target
146,17,-21.8,-22.1,7,4,1,0,8,5,2,0,0,5,1,1,1,2,1,2,1,5,1,5,5,2,5,5,2,3,1,5,5,Target
141,17,-32,-17.4,8,5,3,1,3,4,2,0,1,2,5,1,1,2,1,2,1,3,1,3,4,2,5,1,1,2,1,3,5,Target
140,7,-28.5,-22.1,6,3,4,0,7,5,2,0,0,3,1,1,1,2,1,2,1,5,5,5,3,5,5,5,2,5,1,3,3,Target
155,18,-23.1,-22.1,6,6,2,0,6,5,2,0,0,5,1,1,1,2,1,2,1,2,5,5,5,2,3,5,2,3,1,2,5,Target
154,19,-30.1,-22.1,8,6,2,1,3,5,2,0,0,2,1,1,1,2,1,2,1,5,1,2,5,5,4,1,3,3,1,2,2,Target
142,18,-21.4,-14,5,7,4,1,3,3,3,0,1,5,5,1,2,1,1,2,2,3,3,2,2,4,2,1,3,5,1,3,2,Target
156,15,-30.7,-20.4,8,4,3,0,5,4,3,0,0,3,2,1,1,1,2,1,2,1,3,1,5,3,2,5,1,5,5,1,5,Target
143,19,-25,-16,8,5,1,1,5,4,2,0,1,5,5,1,1,1,2,1,2,3,5,1,4,2,5,5,1,1,2,1,2,Target
151,21,-35.4,-22.1,10,3,2,2,3,5,2,0,0,1,1,1,2,1,1,2,1,4,4,3,1,3,2,1,1,5,5,5,1,Target
143,10,-17.7,-17.9,4,4,3,0,9,3,4,0,0,5,2,2,1,2,1,1,2,3,5,1,5,5,5,5,5,5,3,5,3,Target
140,7,-19.9,-17.9,5,4,0,0,11,3,4,0,0,5,2,2,1,2,1,1,2,5,5,5,5,1,5,5,5,5,5,5,1,Target
143,19,-25.6,-17.9,6,8,1,3,2,3,4,0,0,2,2,2,1,2,1,1,2,4,4,1,1,1,4,2,5,2,5,2,3,Target
152,15,-22.5,-17.9,5,6,3,0,6,3,4,0,0,5,2,2,1,2,1,1,2,3,1,5,5,3,2,3,2,5,5,5,1,Target
149,20,-24.7,-17.9,4,6,5,0,5,3,4,0,0,3,2,2,1,2,1,1,2,5,5,5,2,5,2,3,3,5,3,3,1,Target
148,20,-26.9,-14.4,7,7,1,1,4,3,3,0,1,1,5,2,1,2,1,1,2,5,1,4,1,2,2,2,2,3,5,1,5,Target
148,18,-28.1,-14.4,7,7,2,0,4,3,3,0,1,1,5,2,1,2,1,1,2,2,5,1,2,2,3,2,5,1,5,1,3,Target
146,15,-18.7,-17.9,4,7,1,1,7,3,4,0,0,5,2,2,1,2,1,1,2,5,5,4,1,2,3,2,2,5,5,5,5,Target
154,13,-27,-17.9,5,7,2,0,6,3,4,0,0,1,2,2,1,2,1,1,2,5,5,1,2,2,2,5,5,3,5,5,3,Target
149,12,-17.7,-17.9,4,6,3,0,7,3,4,0,0,5,2,2,1,2,1,1,2,5,1,5,2,2,5,3,3,3,5,5,5,Target
153,20,-24.37,-17.9,4,7,4,0,5,3,4,0,0,3,2,2,1,2,1,1,2,2,5,5,2,5,2,5,3,3,5,3,1,Target
143,20,-22.1,-15.7,5,6,5,1,3,2,4,1,0,5,2,2,3,2,1,1,2,5,1,1,4,3,2,5,2,3,3,1,3,Target
143,20,-26.8,-21,7,6,1,4,2,4,3,0,0,3,2,1,1,1,2,1,2,4,4,4,2,1,4,2,5,1,1,5,2,Target
160,25,-27.39,-17.9,3,9,0,5,3,3,4,0,0,5,2,2,1,2,1,1,2,2,5,5,2,4,4,4,4,4,2,2,2,Target
153,16,-27.5,-15.7,4,8,4,0,4,2,4,1,0,3,2,2,3,2,1,1,2,5,1,3,2,2,3,2,2,1,5,5,5,Target
141,20,-24,-17.4,4,6,5,0,5,3,3,1,0,5,2,2,1,2,1,1,3,2,5,1,2,5,5,3,2,3,3,5,3,Target
140,21,-26.2,-13.9,2,9,7,1,1,1,4,2,0,3,2,2,3,2,3,1,2,3,5,3,4,2,2,2,2,2,1,3,3,Target
146,14,-24.3,-14.4,5,9,0,1,5,3,3,0,1,1,5,2,1,2,1,1,2,2,4,1,2,2,2,2,2,5,5,5,5,Target
143,20,-22.9,-15.7,5,8,1,1,5,2,4,1,0,5,2,2,3,2,1,1,2,2,1,5,4,2,2,2,5,1,5,5,1,Target
143,20,-25.8,-17.9,7,5,2,4,2,3,4,0,0,5,2,2,1,2,1,1,2,4,1,1,4,4,4,2,5,1,1,3,3,Target
142,16,-20.9,-15.7,3,9,3,2,3,2,4,1,0,5,2,2,3,2,1,1,2,4,4,3,2,2,2,2,2,1,5,5,3,Target
161,16,-30.4,-17.9,5,8,3,0,4,3,4,0,0,3,2,2,1,2,1,1,2,2,1,3,2,5,5,2,2,3,5,5,1,Target
143,25,-31.2,-17.9,5,6,2,5,2,3,4,0,0,1,2,2,1,2,1,1,2,4,4,4,2,4,4,1,3,2,5,3,5,Target
140,22,-29,-17.5,6,7,3,2,2,3,3,1,0,1,2,2,1,3,1,1,2,2,5,1,2,5,3,4,4,2,2,1,3,Target
165,20,-27.5,-17.9,6,7,3,0,4,3,4,0,0,3,2,2,1,2,1,1,2,5,5,1,2,2,2,5,3,3,1,1,5,Target
156,18,-31.6,-17.9,7,6,2,2,3,3,4,0,0,5,2,2,1,2,1,1,2,2,1,3,4,4,3,5,2,1,1,1,5,Target
143,16,-23.1,-15.7,4,8,4,1,3,2,4,1,0,3,2,2,3,2,1,1,2,5,1,4,1,2,2,2,2,3,5,5,3,Target
152,21,-30.44,-17.9,6,6,3,1,4,3,4,0,0,3,2,2,1,2,1,1,2,2,1,5,4,2,3,5,5,5,3,1,1,Target
153,19,-22.3,-17.9,4,8,4,2,2,3,4,0,0,5,2,2,1,2,1,1,2,2,4,4,2,2,2,5,3,1,3,3,3,Target
149,19,-26.9,-15.7,5,9,2,2,2,2,4,1,0,5,2,2,3,2,1,1,2,2,4,4,2,2,2,2,5,1,1,1,3,Target
140,18,-23.5,-14.4,5,6,5,0,4,3,3,0,1,3,5,2,1,2,1,1,2,3,5,5,2,5,2,3,2,1,3,1,3,Target
148,11,-20.4,-17.9,4,6,4,0,6,3,4,0,0,5,2,2,1,2,1,1,2,2,5,3,2,5,5,5,5,3,3,3,1,Target
141,20,-29.1,-17.5,6,6,3,0,5,3,3,1,0,1,2,2,1,3,1,1,2,2,5,3,5,3,2,5,2,1,5,1,5,Target
158,21,-25.9,-17.9,7,7,2,2,2,3,4,0,0,5,2,2,1,2,1,1,2,5,1,4,1,2,2,3,2,4,1,1,3,Target
152,21,-25.2,-17.9,4,8,5,1,2,3,4,0,0,1,2,2,1,2,1,1,2,2,5,5,4,2,2,2,3,3,3,3,3,Target
150,9,-26.4,-17.9,5,5,2,0,8,3,4,0,0,3,2,2,1,2,1,1,2,2,1,5,5,3,5,5,5,5,5,1,5,Target
145,20,-30.2,-17.5,7,6,3,0,4,3,3,1,0,1,2,2,1,3,1,1,2,2,5,3,2,2,5,5,3,1,5,1,1,Target
155,20,-34.6,-17.5,6,6,6,1,1,3,3,1,0,5,2,2,1,3,1,1,2,3,4,1,1,2,2,3,2,3,3,3,1,Target
152,21,-27.6,-16.1,3,9,6,1,1,2,4,1,0,3,2,2,1,2,3,1,2,2,1,3,4,2,2,2,2,3,3,5,3,Target
163,18,-30.7,-21.3,5,9,2,0,4,4,3,0,0,2,1,1,2,1,2,1,2,5,2,1,2,2,2,5,5,3,3,2,5,Target
163,22,-32.8,-21.3,7,7,0,3,3,4,3,0,0,5,1,1,2,1,2,1,2,1,5,5,4,4,4,2,2,2,1,1,2,Target
145,14,-29,-19.3,5,8,3,1,3,3,3,1,0,2,1,1,2,1,2,3,2,1,4,2,1,2,2,2,5,5,3,3,5,Target
143,10,-25.52,-21.3,5,4,3,0,8,4,3,0,0,2,1,1,2,1,2,1,2,3,5,1,5,5,3,5,5,5,5,5,3,Target
140,15,-27.3,-17.3,8,6,0,0,6,4,2,0,1,5,1,1,2,1,5,1,2,1,5,1,2,2,2,1,1,5,5,5,2,Target
152,14,-24.5,-17.9,5,7,1,2,5,3,4,0,0,5,2,2,1,2,1,1,2,2,1,4,4,1,2,2,5,3,5,5,5,Target
143,19,-19.9,-14.4,3,8,5,1,3,3,3,0,1,5,5,2,1,2,1,1,2,2,4,3,2,2,5,2,2,3,3,3,3,Target
142,17,-22.2,-15.7,3,7,6,0,4,2,4,1,0,3,2,2,3,2,1,1,2,2,5,3,2,5,3,3,2,3,1,5,5,Target
164,21,-30.2,-17.9,6,7,3,1,3,3,4,0,0,3,2,2,1,2,1,1,2,5,5,1,2,2,2,5,3,3,1,1,4,Target
141,19,-29.2,-14.4,7,5,2,0,6,3,3,0,1,3,5,2,1,2,1,1,2,5,5,1,2,5,5,3,2,1,1,1,5,Target
152,23,-29.2,-17.9,3,8,4,3,2,3,4,0,0,3,2,2,1,2,1,1,2,3,5,4,4,4,3,2,2,2,3,2,5,Target
148,20,-21.7,-14.4,4,9,2,1,4,3,3,0,1,5,5,2,1,2,1,1,2,2,5,3,2,4,2,2,2,2,3,5,1,Target
140,21,-27.6,-13.9,3,8,7,1,1,1,4,2,0,5,2,2,3,2,3,1,2,2,1,1,4,2,3,3,2,2,3,3,3,Target
149,20,-29.6,-17.9,7,4,3,0,6,3,4,0,0,3,2,2,1,2,1,1,2,3,5,1,5,5,5,5,5,1,3,1,1,Target
167,22,-27.1,-17.9,6,9,2,2,1,3,4,0,0,3,2,2,1,2,1,1,2,4,2,1,4,1,5,2,2,2,2,1,3,Target
164,21,-30.2,-17.9,6,7,3,1,3,3,4,0,0,3,2,2,1,2,1,1,2,5,5,1,2,2,2,5,3,3,1,1,4,Target
153,20,-26.3,-17.9,6,6,2,0,6,3,4,0,0,5,2,2,1,2,1,1,2,2,1,5,5,5,5,3,2,3,1,5,1,Target
146,9,-27.3,-17.9,5,4,3,0,8,3,4,0,0,3,2,2,1,2,1,1,2,3,1,5,5,5,5,5,5,5,3,1,5,Target
156,23,-36.1,-22.9,5,7,2,3,3,5,2,0,0,2,1,1,1,2,1,2,1,2,5,5,5,3,2,3,2,4,4,4,2,Target
147,17,-20.7,-17.9,4,7,5,2,2,3,4,0,0,3,2,2,1,2,1,1,2,4,4,3,2,2,5,2,3,3,1,5,3,Target
