@relation sea.data-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute atr1 numeric
@attribute atr2 numeric
@attribute atr3 numeric
@attribute class {0,1}

@data
0.88513,0.569005,0.980192,1
0.355137,0.697504,0.159117,1
0.054698,0.88864,0.832752,1
0.716547,0.626965,0.98424,1
0.343269,0.530611,0.022534,0
0.652583,0.261226,0.284685,1
0.929283,0.632212,0.890995,1
0.465991,0.738023,0.031314,0
0.307012,0.011497,0.214783,0
0.70901,0.373926,0.430584,1
0.262551,0.263329,0.109661,0
0.890297,0.093893,0.646865,0
0.624516,0.669428,0.413643,1
0.930655,0.698356,0.342341,1
0.330551,0.233329,0.12612,0
0.971352,0.157458,0.147649,0
0.168983,0.362458,0.940525,1
0.736392,0.371103,0.641706,1
0.634444,0.751396,0.978056,1
0.845293,0.624918,0.75831,1
0.294329,0.171946,0.746911,1
0.870306,0.089244,0.084903,0
0.322596,0.211047,0.997413,1
0.368526,0.145055,0.57231,0
0.50753,0.512831,0.415501,1
0.883937,0.057199,0.242855,0
0.8086,0.220905,0.043102,0
0.845826,0.801442,0.123684,1
0.973388,0.870625,0.365132,1
0.959869,0.450061,0.044531,0
0.661119,0.041936,0.576411,1
0.187019,0.148713,0.567157,0
0.661554,0.982689,0.938483,1
0.039882,0.181331,0.063853,0
0.402256,0.106978,0.502372,0
0.908422,0.626084,0.388231,1
0.496686,0.753392,0.725502,1
0.203441,0.770062,0.739022,1
0.812003,0.315427,0.894216,1
0.464158,0.461369,0.693576,1
0.444036,0.632055,0.671205,1
0.813391,0.735087,0.332396,1
0.842069,0.834798,0.463724,1
0.46086,0.851985,0.632297,1
0.60535,0.357794,0.414096,0
0.127846,0.153111,0.673356,1
0.468556,0.567568,0.938883,1
0.02893,0.632456,0.058411,0
0.264496,0.729645,0.956902,0
0.464709,0.289292,0.293526,0
0.12408,0.757279,0.05725,1
0.609237,0.689576,0.542489,1
0.047362,0.956615,0.023361,1
0.109717,0.696745,0.115047,1
0.264298,0.053923,0.510987,0
0.686388,0.569426,0.766207,1
0.299055,0.723106,0.028756,0
0.012392,0.322307,0.070527,0
0.079578,0.127801,0.721424,1
0.817382,0.263906,0.903413,1
0.220508,0.926804,0.039941,1
0.623522,0.155013,0.908513,1
0.208962,0.419495,0.18104,0
0.98892,0.947278,0.846246,1
0.670355,0.875032,0.051723,1
0.197327,0.122274,0.819234,1
0.250101,0.540653,0.965737,0
0.804564,0.869149,0.93224,0
0.795919,0.972213,0.355293,1
0.127215,0.2638,0.307252,0
0.683305,0.488319,0.231522,0
0.435577,0.077759,0.960209,1
0.952791,0.011923,0.788688,1
0.134227,0.607918,0.427022,1
0.14856,0.392754,0.45181,1
0.261888,0.384046,0.97821,0
0.35624,0.333498,0.477244,1
0.59731,0.784526,0.819647,1
0.27283,0.05116,0.952849,1
0.128949,0.913057,0.814348,0
0.924982,0.603032,0.231848,0
0.210937,0.658898,0.443536,1
0.051645,0.895377,0.312617,1
0.279407,0.290822,0.371336,0
0.624331,0.84861,0.119093,1
0.633107,0.93877,0.502254,1
0.989929,0.455098,0.614347,1
0.368137,0.42869,0.200607,0
0.031716,0.432481,0.35232,0
0.091371,0.795886,0.602158,1
0.691233,0.914806,0.456551,1
0.205615,0.827917,0.606291,1
0.676497,0.725412,0.051572,0
0.664153,0.553854,0.21553,0
0.008946,0.829908,0.772964,1
0.258583,0.973602,0.670207,1
0.406063,0.022519,0.532958,0
0.81841,0.135108,0.640458,0
0.049907,0.097001,0.480279,0
0.924919,0.086561,0.085457,0
0.811979,0.137053,0.911028,1
0.690916,0.126551,0.130197,0
0.956459,0.903191,0.076935,1
0.876756,0.747171,0.505342,1
0.769697,0.038291,0.780261,1
0.173428,0.420714,0.097731,0
0.51773,0.578038,0.47886,1
0.66461,0.564345,0.044045,0
0.701407,0.955104,0.95273,1
0.081647,0.082919,0.092172,1
0.986109,0.169131,0.253138,0
0.916303,0.758509,0.145666,1
0.796807,0.925958,0.274093,1
0.346654,0.371851,0.193561,0
0.949888,0.67245,0.307024,1
0.236781,0.351095,0.091068,0
0.306182,0.04379,0.330503,0
0.126738,0.422701,0.425933,1
0.591845,0.679099,0.975721,1
0.437588,0.12138,0.194133,0
0.047331,0.468253,0.204617,0
0.840108,0.398204,0.258364,0
0.070646,0.565415,0.404484,1
0.916512,0.495579,0.245608,0
0.539384,0.576139,0.610526,1
0.998838,0.03645,0.778978,1
0.715559,0.754697,0.098813,1
0.876081,0.292972,0.387534,0
0.761232,0.592179,0.317393,1
0.990382,0.575785,0.391326,0
0.14119,0.79584,0.368453,0
0.291403,0.614089,0.280385,1
0.190215,0.890942,0.496911,1
0.927393,0.275883,0.779742,1
0.030574,0.878585,0.796103,1
0.171545,0.18363,0.830076,1
0.775815,0.147462,0.534114,0
0.723255,0.925471,0.827232,1
0.721279,0.195677,0.922158,0
0.809771,0.202536,0.84348,1
0.093469,0.340386,0.189028,1
0.616281,0.968801,0.663816,1
0.84735,0.459914,0.553511,0
0.643555,0.383581,0.951686,1
0.531059,0.485796,0.185551,0
0.411246,0.012774,0.118744,0
0.208478,0.040894,0.145195,1
0.243456,0.988707,0.018219,1
0.329075,0.207273,0.357785,0
0.176062,0.021592,0.592213,1
0.481523,0.145717,0.042292,0
0.529314,0.994009,0.544446,0
0.479782,0.730026,0.314677,1
0.742808,0.433448,0.023538,0
0.474359,0.168757,0.969549,1
0.157453,0.9878,0.054729,1
0.19506,0.41254,0.431882,1
0.434151,0.024087,0.394532,0
0.169832,0.436851,0.040736,0
0.430839,0.58521,0.759525,1
0.315219,0.074195,0.801659,0
0.507659,0.825227,0.009296,1
0.993983,0.978877,0.699839,1
0.966637,0.754597,0.637967,1
0.167125,0.069841,0.532821,0
0.093959,0.927384,0.516951,1
0.364216,0.557714,0.962954,1
0.142914,0.722477,0.705683,1
0.796677,0.507338,0.516161,1
0.332548,0.525485,0.286345,1
0.504338,0.986215,0.477962,1
0.740779,0.115922,0.632673,0
0.185791,0.165486,0.509181,0
0.092861,0.026123,0.543547,0
0.583851,0.506497,0.252127,0
0.22896,0.957841,0.184889,0
0.465157,0.701079,0.329966,1
0.22655,0.616338,0.124222,0
0.602526,0.602212,0.201852,1
0.718142,0.834555,0.2512,1
0.000036,0.76041,0.183675,0
0.78654,0.727251,0.54998,1
0.233735,0.802137,0.097141,1
0.759945,0.282056,0.488333,0
0.983134,0.818328,0.022791,1
0.434646,0.147037,0.940586,0
0.749256,0.142431,0.380471,0
0.976985,0.631699,0.371325,1
0.392089,0.555028,0.069906,0
0.282263,0.619915,0.549017,1
0.422031,0.646187,0.978711,1
0.928244,0.467039,0.407073,1
0.285352,0.429891,0.121044,0
0.576942,0.061622,0.757177,1
0.20408,0.13764,0.793602,1
0.769346,0.164919,0.158072,0
0.719955,0.228003,0.340056,1
0.847921,0.889104,0.518218,1
0.535266,0.496924,0.451924,1
0.963963,0.859027,0.374876,1
0.288902,0.495947,0.969325,1
0.557584,0.7265,0.19203,1
0.864143,0.985663,0.942741,1
0.150572,0.100805,0.794929,1
0.328831,0.134977,0.872756,1
0.024075,0.390969,0.4467,1
0.887895,0.898654,0.022833,1
0.757649,0.397735,0.101154,1
0.893685,0.070471,0.912407,1
0.796976,0.104429,0.21292,0
0.090084,0.155654,0.294596,0
0.256484,0.089517,0.111172,0
0.224521,0.983959,0.762075,1
0.374909,0.208767,0.807949,1
0.107412,0.830812,0.114645,1
0.228534,0.215823,0.911623,1
0.286319,0.824028,0.573486,0
0.928459,0.786436,0.744418,0
0.94209,0.039006,0.259192,0
0.128553,0.370391,0.783897,1
0.354332,0.545968,0.601678,1
0.754743,0.409622,0.99206,1
0.24042,0.106697,0.727222,1
0.322543,0.638842,0.591176,1
0.462848,0.164654,0.692163,1
0.95109,0.436576,0.409845,1
0.475599,0.669065,0.091735,0
0.039449,0.875663,0.957244,1
0.42161,0.558918,0.123013,0
0.968539,0.115065,0.038492,0
0.221788,0.765743,0.677918,1
0.404565,0.269087,0.153184,0
0.43376,0.845377,0.258711,1
0.281937,0.668584,0.278016,1
0.337632,0.369778,0.361686,0
0.245427,0.318924,0.770875,1
0.877845,0.893918,0.8434,1
0.008977,0.881922,0.055323,1
0.647637,0.73327,0.77511,0
0.002352,0.928324,0.919628,1
0.773668,0.178332,0.820972,0
0.84692,0.09898,0.813151,1
0.468776,0.174829,0.561635,0
0.49377,0.332504,0.381238,0
0.226408,0.224631,0.217983,0
0.106544,0.273331,0.466155,0
0.006596,0.241258,0.806392,0
0.169571,0.726017,0.445063,1
0.904351,0.266029,0.998858,1
0.36503,0.812006,0.93583,1
0.986835,0.497461,0.548011,1
0.82997,0.92928,0.852226,0
0.1539,0.070201,0.291758,0
0.343554,0.757943,0.014612,0
0.999199,0.821034,0.359098,1
0.547026,0.804191,0.111994,1
0.070211,0.110844,0.202631,0
0.922852,0.138454,0.269042,0
0.635926,0.817084,0.390281,1
0.746331,0.2425,0.522271,0
0.312724,0.814058,0.160666,1
0.571975,0.175303,0.006415,0
0.996335,0.365539,0.739947,1
0.169718,0.851972,0.994747,1
0.962816,0.197371,0.675181,1
0.335847,0.944254,0.795356,1
0.761305,0.18563,0.437663,0
0.428149,0.959965,0.407861,1
0.77399,0.568555,0.397149,1
0.743865,0.40359,0.917147,1
0.769136,0.657091,0.283547,1
0.509039,0.278288,0.178776,0
0.475676,0.853986,0.357512,1
0.798207,0.15286,0.783303,1
0.338512,0.22096,0.067128,0
0.180912,0.475016,0.507536,1
0.043564,0.904715,0.300858,1
0.308289,0.217998,0.527626,1
0.875093,0.811203,0.016262,1
0.089483,0.195062,0.855993,1
0.049042,0.213498,0.376678,0
0.36638,0.159974,0.406754,0
0.380955,0.473909,0.471554,1
0.948926,0.97912,0.51677,1
0.883799,0.817658,0.779927,1
0.035649,0.307547,0.269503,0
0.118741,0.28579,0.294864,0
0.48087,0.15085,0.773394,1
0.36437,0.150065,0.377157,0
0.310063,0.78394,0.435641,1
0.257835,0.907225,0.252879,1
0.886308,0.769678,0.199238,1
0.587309,0.979196,0.962204,1
0.286728,0.2317,0.533701,0
0.517506,0.828595,0.6137,1
0.979445,0.387089,0.528289,1
0.53717,0.905476,0.074549,1
0.689387,0.510217,0.538252,1
0.417422,0.791161,0.153969,1
0.560813,0.353233,0.073818,0
0.332411,0.036013,0.771088,1
0.267738,0.304784,0.024595,0
0.133369,0.638323,0.783628,1
0.025406,0.311911,0.456623,0
0.217375,0.5312,0.409807,1
0.04141,0.94809,0.853993,1
0.739219,0.007953,0.76257,0
0.361207,0.836418,0.448149,1
0.872434,0.219231,0.312753,0
0.52403,0.337374,0.925428,1
0.975696,0.709054,0.77022,0
0.020959,0.226837,0.56368,0
0.758044,0.973518,0.145086,1
0.921569,0.99911,0.258281,1
0.007057,0.020842,0.960829,1
0.857264,0.408973,0.061871,0
0.628215,0.37465,0.869877,1
0.712033,0.795303,0.809653,1
0.504334,0.579869,0.688833,1
0.806712,0.252506,0.763638,1
0.226011,0.908754,0.364203,1
0.907826,0.622512,0.808372,1
0.643366,0.769199,0.283142,1
0.17816,0.345039,0.230312,0
0.719697,0.100181,0.958633,1
0.895487,0.768284,0.119441,1
0.348136,0.808304,0.925125,1
0.060803,0.68876,0.719606,1
0.597488,0.083801,0.434391,0
0.706322,0.242757,0.420192,0
0.01195,0.703362,0.850324,1
0.048394,0.080628,0.996503,1
0.180838,0.955136,0.19981,0
0.723389,0.319277,0.47614,1
0.127571,0.40126,0.226362,0
0.090012,0.945998,0.47519,1
0.029793,0.909612,0.192802,1
0.152358,0.613022,0.085789,0
0.316368,0.936144,0.354419,1
0.016766,0.350916,0.132843,0
0.306036,0.332679,0.273922,1
0.651967,0.750091,0.100935,1
0.151341,0.327322,0.967928,1
0.273305,0.443113,0.928869,1
0.352707,0.121664,0.039202,0
0.734694,0.125015,0.669383,1
0.061152,0.023793,0.415822,1
0.37473,0.548693,0.275519,1
0.881374,0.549469,0.710197,1
0.299544,0.811161,0.31287,1
0.138473,0.280791,0.692247,1
0.723912,0.621112,0.714887,0
0.742784,0.754119,0.581687,1
0.879137,0.251063,0.528538,0
0.274881,0.944391,0.018193,1
0.49306,0.293738,0.330373,0
0.843211,0.040561,0.907783,1
0.851726,0.220646,0.593643,1
0.501454,0.285883,0.401975,0
0.906998,0.116854,0.301977,0
0.870977,0.883694,0.127243,1
0.134747,0.655809,0.690404,1
0.600173,0.708627,0.059227,1
0.002359,0.389626,0.467663,1
0.430207,0.375441,0.988339,1
0.5961,0.581978,0.272122,0
0.867865,0.674126,0.322912,1
0.790986,0.624917,0.424636,1
0.508587,0.551906,0.412067,1
0.207703,0.102463,0.05295,0
0.811095,0.112201,0.90112,1
0.501844,0.368778,0.65903,1
0.744227,0.647366,0.213972,1
0.229331,0.486121,0.437876,0
0.160236,0.760818,0.872066,1
0.385716,0.296696,0.613184,1
0.848606,0.025243,0.537638,1
0.127736,0.590616,0.864194,1
0.702826,0.765312,0.752293,1
0.13408,0.411318,0.136708,0
0.058677,0.350705,0.218622,0
0.836831,0.656527,0.385202,1
0.417324,0.257261,0.948301,1
0.553972,0.561482,0.697349,1
0.586738,0.234981,0.458881,0
0.825602,0.323069,0.653309,1
0.088373,0.405597,0.733102,1
0.816921,0.86984,0.100748,1
0.220532,0.319396,0.163597,1
0.975922,0.548827,0.054414,0
0.806094,0.002706,0.196274,0
0.564202,0.893654,0.762646,1
0.128625,0.221521,0.865424,1
0.544605,0.518729,0.482651,1
0.924327,0.215746,0.855445,1
0.085577,0.956224,0.616846,1
0.275605,0.780472,0.363468,1
0.329282,0.417908,0.644773,1
0.420634,0.841077,0.495437,1
0.7347,0.258077,0.135763,0
0.479615,0.001178,0.817561,0
0.519923,0.300206,0.657203,1
0.515968,0.512644,0.185482,0
0.468846,0.802357,0.90767,1
0.582804,0.271132,0.995991,1
0.68905,0.64076,0.047445,0
0.481815,0.542909,0.094506,0
0.800992,0.230294,0.079824,0
0.231499,0.897415,0.304818,1
0.197609,0.962052,0.19566,1
0.474673,0.381168,0.315118,0
0.183514,0.222782,0.687975,1
0.493931,0.683963,0.678408,1
0.324706,0.725881,0.292656,1
0.268775,0.387189,0.02302,1
0.617496,0.102867,0.350366,0
0.000277,0.655212,0.600419,1
0.617236,0.796109,0.911479,0
0.177265,0.22659,0.035413,0
0.44939,0.723417,0.127087,1
0.40736,0.805524,0.126288,1
0.531381,0.418971,0.538589,1
0.806166,0.561636,0.869934,1
0.664514,0.220293,0.272646,0
0.875508,0.873095,0.862692,1
0.669175,0.774169,0.584653,1
0.000754,0.620094,0.207212,1
0.343493,0.334324,0.393463,0
0.139837,0.519779,0.482919,1
0.938751,0.0215,0.471375,0
0.58315,0.341303,0.168561,0
0.561611,0.441234,0.912468,1
0.314313,0.775158,0.929872,1
0.549302,0.514521,0.829937,1
0.134605,0.03714,0.000188,0
0.371485,0.393677,0.228943,0
0.913458,0.711891,0.182533,1
0.733399,0.653936,0.59712,1
0.995238,0.765711,0.564212,1
0.206932,0.476675,0.993979,1
0.251819,0.92385,0.504732,1
0.43835,0.334664,0.351174,0
0.371825,0.351387,0.051041,0
0.745072,0.28001,0.254626,0
0.9919,0.437185,0.510732,1
0.091113,0.107844,0.041828,1
0.873558,0.606068,0.6432,0
0.082735,0.637175,0.601738,1
0.561,0.106462,0.135665,0
0.441145,0.486866,0.572308,1
0.838258,0.623378,0.556281,1
0.90339,0.810937,0.241846,1
0.248108,0.752607,0.620585,1
0.860455,0.662442,0.42557,1
0.268495,0.068762,0.814508,1
0.705946,0.416241,0.685793,1
0.522719,0.821489,0.266287,1
0.308338,0.838625,0.776841,1
0.461981,0.333117,0.72993,1
0.144043,0.971808,0.260646,1
0.724383,0.881262,0.731383,1
0.543679,0.156945,0.318839,0
0.225733,0.133339,0.163395,0
0.549595,0.849218,0.198614,0
0.670677,0.464928,0.036161,0
0.303537,0.813032,0.125599,1
0.146138,0.855559,0.130875,1
0.827331,0.391548,0.682342,1
0.272794,0.41372,0.136535,0
0.570679,0.455401,0.62865,1
0.588753,0.792075,0.728099,1
0.641264,0.926744,0.210651,1
0.391653,0.246837,0.290948,0
0.059862,0.416573,0.460708,1
0.272117,0.591611,0.496187,0
0.983158,0.178522,0.651163,1
0.592255,0.787728,0.07241,1
0.243115,0.701089,0.959359,1
0.49314,0.687455,0.97023,1
0.614172,0.180874,0.446341,1
0.42773,0.737318,0.701021,1
0.15388,0.161721,0.693603,1
0.75334,0.189782,0.525446,0
0.368325,0.176603,0.992459,1
0.964331,0.064861,0.1235,0
0.765957,0.082852,0.039297,0
0.770314,0.009518,0.393495,0
0.19042,0.839866,0.390304,1
0.577158,0.091317,0.105731,0
0.253064,0.799364,0.157026,0
0.989145,0.682501,0.742904,1
0.859108,0.735361,0.318042,1
0.800228,0.441569,0.030863,0
0.524436,0.070184,0.825287,1
0.079734,0.218776,0.679238,1
0.058634,0.069534,0.888318,1
0.16088,0.994081,0.366827,1
0.793411,0.523881,0.420346,1
0.206369,0.163244,0.140008,1
0.898607,0.458077,0.888923,1
0.899647,0.919817,0.265006,1
0.99,0.090285,0.718837,0
0.309084,0.398069,0.339884,0
0.467621,0.228195,0.003497,0
0.222263,0.37035,0.042434,1
0.894233,0.462807,0.798234,1
0.626063,0.938273,0.166066,1
0.396329,0.054981,0.223489,0
0.974797,0.488522,0.720063,1
0.578821,0.438895,0.03451,0
0.836968,0.37442,0.255617,0
0.602628,0.259139,0.933103,1
0.629501,0.975568,0.840575,1
0.438354,0.638805,0.624335,0
0.577052,0.790431,0.589085,1
0.845416,0.812604,0.269348,1
0.30111,0.989442,0.78501,1
0.428317,0.81955,0.767845,1
0.193957,0.023454,0.569873,0
0.282617,0.502972,0.621481,1
0.478517,0.462051,0.435847,1
0.100847,0.060174,0.981302,1
0.850609,0.570383,0.651285,1
0.382968,0.920664,0.51623,1
0.910068,0.301234,0.564012,1
0.120774,0.331851,0.603669,1
0.355327,0.173535,0.111307,0
0.676517,0.732817,0.550064,1
0.194856,0.985941,0.07189,1
0.046108,0.053184,0.97362,1
0.623579,0.624901,0.592741,0
0.54554,0.108964,0.690631,0
0.410218,0.254636,0.793998,1
0.586501,0.397662,0.845737,1
0.57121,0.957075,0.579774,1
0.689862,0.12983,0.402755,0
0.115762,0.474673,0.180413,0
0.527872,0.154025,0.058576,0
0.778933,0.651345,0.157985,1
0.760316,0.848645,0.780085,1
0.103273,0.574079,0.701532,1
0.97174,0.547265,0.631605,1
0.504317,0.211372,0.790683,1
0.341224,0.193431,0.078881,0
0.668114,0.259319,0.618864,1
0.413364,0.677469,0.347429,1
0.328797,0.505441,0.516766,0
0.354068,0.296845,0.259637,0
0.870927,0.9612,0.147105,1
0.508441,0.77874,0.385607,0
0.990111,0.176282,0.206924,0
0.369735,0.285831,0.78833,0
0.545165,0.407189,0.233823,0
0.084649,0.58128,0.150812,0
0.086712,0.667607,0.502559,1
0.964451,0.762226,0.898137,1
0.723394,0.045234,0.678043,0
0.823978,0.063642,0.244582,0
0.23995,0.451533,0.145407,0
0.737372,0.933767,0.647538,1
0.340938,0.881392,0.241055,1
0.46265,0.391894,0.839047,1
0.059493,0.341601,0.990161,0
0.103817,0.888296,0.859329,1
0.933531,0.537368,0.05903,0
0.601022,0.303637,0.571593,1
0.755177,0.717028,0.450656,1
0.650767,0.098186,0.77509,1
0.979577,0.016137,0.417291,0
0.408051,0.256332,0.991603,1
0.597945,0.981764,0.491489,1
0.870023,0.350812,0.528975,1
0.888182,0.588033,0.561058,1
0.891673,0.132643,0.330169,0
0.849675,0.780854,0.139381,1
0.879044,0.914502,0.492144,1
0.93064,0.909465,0.300835,1
0.165786,0.292432,0.806244,1
0.27418,0.297727,0.465493,0
0.64855,0.994499,0.947767,1
0.582506,0.50882,0.025916,0
0.641474,0.35611,0.12101,0
0.136954,0.260416,0.991602,0
0.174907,0.483741,0.874626,1
0.393187,0.175454,0.444233,0
0.467903,0.250471,0.322699,0
0.548213,0.788221,0.886299,1
0.782686,0.834064,0.733498,1
0.342866,0.759443,0.839376,1
0.115544,0.960417,0.475485,1
0.22082,0.467082,0.26849,0
0.950823,0.143109,0.501274,0
0.318586,0.945539,0.902994,1
0.195998,0.225686,0.528574,0
0.0139,0.414868,0.940986,1
0.248918,0.674481,0.161766,1
0.433903,0.001133,0.576127,0
0.96155,0.051604,0.801957,1
0.518702,0.07044,0.5781,0
0.213575,0.079366,0.81354,1
0.024899,0.716531,0.318646,1
0.942218,0.84725,0.965124,1
0.262104,0.906109,0.752712,1
0.580563,0.914509,0.102795,0
0.915643,0.67895,0.563914,1
0.730562,0.365866,0.059544,0
0.436324,0.637672,0.718792,1
0.717046,0.532328,0.182052,0
0.248845,0.500725,0.962859,1
0.347957,0.927982,0.147168,1
0.834055,0.899911,0.121072,1
0.814385,0.223892,0.429079,0
0.902844,0.993025,0.607217,1
0.358873,0.666789,0.882677,1
0.304444,0.601465,0.445096,0
0.133782,0.627176,0.763444,1
0.127891,0.7263,0.573692,1
0.654253,0.720889,0.085899,1
0.620771,0.206996,0.902934,1
0.430907,0.332007,0.165167,0
0.325015,0.772413,0.967166,1
0.439181,0.849841,0.479085,1
0.451284,0.924211,0.765124,1
0.551362,0.528563,0.967711,1
0.254849,0.541399,0.155093,0
0.262272,0.241017,0.397403,0
0.448031,0.300331,0.318191,0
0.63235,0.483385,0.212677,0
0.255784,0.179836,0.641257,1
0.029671,0.120334,0.438589,0
0.044538,0.203706,0.066009,0
0.732278,0.033712,0.275147,0
0.575124,0.430267,0.896239,1
0.671294,0.293636,0.720447,1
0.593979,0.03863,0.998278,1
0.522031,0.210949,0.183682,0
0.390805,0.824969,0.47278,1
0.945304,0.9114,0.901446,1
0.115096,0.967487,0.585744,1
0.001193,0.860922,0.83451,1
0.291173,0.730747,0.413712,1
0.024376,0.134151,0.081778,0
0.17281,0.080048,0.844695,1
0.29102,0.028368,0.472656,0
0.853341,0.945467,0.102291,1
0.856831,0.003729,0.788491,0
0.971215,0.37423,0.819311,1
0.235138,0.653818,0.548727,1
0.384546,0.96247,0.488778,1
0.096612,0.570584,0.027265,0
0.650643,0.87199,0.964281,1
0.900361,0.436932,0.623492,1
0.38238,0.725812,0.552341,1
0.729549,0.340826,0.211126,0
0.715065,0.030428,0.673173,0
0.684256,0.221893,0.476514,1
0.184351,0.965323,0.477723,1
0.535882,0.505016,0.550392,1
0.376987,0.514669,0.128174,0
0.951601,0.751695,0.031029,0
0.477485,0.583397,0.57319,1
0.924225,0.784345,0.907805,1
0.814779,0.580974,0.589491,1
0.802874,0.065997,0.567835,0
0.031313,0.04555,0.268183,0
0.55058,0.818604,0.753728,1
0.333255,0.881932,0.204903,1
0.633599,0.235957,0.618837,1
0.819359,0.19202,0.318108,0
0.976365,0.225907,0.382863,0
0.806887,0.972385,0.290165,1
0.038375,0.858031,0.596984,0
0.903583,0.865197,0.636892,1
0.683771,0.390615,0.381724,1
0.272531,0.586655,0.301874,1
0.822616,0.920741,0.017196,1
0.112752,0.33533,0.38555,1
0.561251,0.768442,0.880267,1
0.740795,0.170425,0.977908,1
0.028449,0.574888,0.848872,1
0.440063,0.48576,0.386188,1
0.876378,0.767941,0.140847,1
0.354577,0.442748,0.055023,0
0.363471,0.072243,0.819175,1
0.407594,0.204718,0.565341,0
0.973159,0.445603,0.336975,0
0.61604,0.314876,0.49312,1
0.889766,0.341986,0.576523,1
0.827751,0.962742,0.453659,1
0.730651,0.594534,0.853044,0
0.037275,0.908098,0.262413,1
0.98034,0.08158,0.876983,1
0.286322,0.442319,0.356771,0
0.887924,0.693774,0.973445,1
0.008645,0.46656,0.14844,0
0.808552,0.724991,0.228229,1
0.687703,0.681916,0.340419,1
0.276435,0.193456,0.50358,0
0.101545,0.766022,0.714467,0
0.847606,0.591446,0.469815,1
0.033759,0.826616,0.393403,1
0.520366,0.366842,0.425642,0
0.833407,0.57411,0.42742,1
0.299085,0.655677,0.278248,1
0.337576,0.618695,0.405136,1
0.812157,0.908746,0.927737,1
0.674738,0.642201,0.995601,1
0.233633,0.465411,0.656273,1
0.292011,0.049668,0.189068,0
0.41653,0.614738,0.341383,1
0.188835,0.768832,0.891903,1
0.424488,0.170144,0.474708,0
0.788845,0.879874,0.376072,1
0.788587,0.303803,0.5147,1
0.946004,0.510297,0.98568,1
0.975707,0.64195,0.447029,1
0.691628,0.636125,0.080079,0
0.250849,0.421489,0.358088,0
0.190308,0.249984,0.927621,1
0.420147,0.402324,0.376858,0
0.282182,0.752959,0.809999,0
0.056755,0.324694,0.534091,0
0.834995,0.519767,0.182385,0
0.161705,0.629442,0.078401,0
0.265552,0.158504,0.961505,1
0.580007,0.319586,0.956103,1
0.569585,0.883723,0.385109,1
0.286031,0.761997,0.198712,1
0.514932,0.008703,0.638986,0
0.333419,0.17307,0.574449,0
0.692847,0.756863,0.979126,1
0.386286,0.057518,0.707892,0
0.216049,0.669393,0.168232,1
0.988979,0.124327,0.566373,0
0.008045,0.951513,0.548293,1
0.713479,0.747035,0.862302,1
0.755745,0.501284,0.800107,0
0.674364,0.37455,0.257567,0
0.131404,0.236686,0.221752,0
0.294229,0.929674,0.16952,1
0.599041,0.337778,0.306329,0
0.462123,0.872733,0.146566,1
0.824211,0.694888,0.764254,1
0.441901,0.626554,0.766104,1
0.127828,0.566207,0.2868,1
0.940758,0.544394,0.16939,1
0.781087,0.391169,0.589854,0
0.320826,0.759404,0.585597,1
0.097172,0.891957,0.507884,1
0.764657,0.654478,0.02945,0
0.349347,0.793734,0.126539,1
0.420267,0.892674,0.988908,1
0.458859,0.275701,0.350283,0
0.8201,0.519701,0.471773,1
0.910872,0.061619,0.676505,0
0.821028,0.262096,0.151552,0
0.154042,0.659465,0.477496,1
0.313926,0.506974,0.507564,1
0.300692,0.634131,0.454521,1
0.526781,0.443423,0.269048,0
0.719133,0.61936,0.385249,1
0.139051,0.857053,0.140404,0
0.918674,0.816939,0.281611,1
0.079027,0.433189,0.657904,1
0.092645,0.135392,0.151759,0
0.642377,0.659351,0.069833,0
0.293467,0.524381,0.664033,1
0.967804,0.933112,0.805896,1
0.552447,0.191139,0.226156,0
0.048184,0.366586,0.741427,1
0.183513,0.023029,0.706562,0
0.456237,0.36446,0.495613,1
0.499869,0.647401,0.95547,1
0.306736,0.025295,0.0853,0
0.549691,0.749362,0.420448,1
0.682445,0.226338,0.204417,0
0.417496,0.430599,0.926401,1
0.79719,0.667825,0.432537,1
0.690864,0.139092,0.243236,0
0.503569,0.738878,0.695989,0
0.38626,0.651456,0.145671,0
0.676761,0.230996,0.293193,0
0.980358,0.71367,0.74395,1
0.940009,0.948397,0.897701,1
0.378977,0.824101,0.823195,1
0.491903,0.255726,0.156858,0
0.394838,0.40012,0.32986,0
0.138989,0.025841,0.901858,1
0.677307,0.047521,0.218237,0
0.278541,0.511457,0.580519,1
0.225113,0.324463,0.921709,1
0.272845,0.819409,0.522624,1
0.643481,0.345812,0.828,1
0.601551,0.984889,0.318144,1
0.38499,0.648032,0.894808,1
0.673883,0.796664,0.049215,1
0.844189,0.267477,0.70526,1
0.77894,0.285773,0.381622,1
0.610248,0.303326,0.169163,0
0.122725,0.691815,0.534917,1
0.037621,0.362911,0.901602,1
0.347781,0.219739,0.635565,1
0.867774,0.530369,0.256744,0
0.327016,0.305985,0.892855,1
0.573476,0.598112,0.293926,1
0.883887,0.675576,0.356462,1
0.978901,0.525652,0.377221,1
0.217454,0.912168,0.867843,1
0.275064,0.769443,0.894261,1
0.989181,0.529822,0.355613,1
0.060184,0.612385,0.398602,1
0.918371,0.291451,0.558406,1
0.889565,0.852362,0.844269,1
0.527914,0.200724,0.267574,0
0.726385,0.644823,0.608441,1
0.556966,0.476279,0.198905,0
0.245707,0.093159,0.454874,0
0.622993,0.810517,0.091824,1
