@relation 2CHT.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute atr1 numeric
@attribute atr2 numeric
@attribute class {0,1}

@data
0.504023,0.362685,1
0.374679,0.535694,0
0.412258,0.635333,0
0.417812,0.350761,0
0.616457,0.683095,1
0.572701,0.414544,1
0.516559,0.579838,1
0.479041,0.453025,1
0.328134,0.540194,0
0.372451,0.44377,0
0.511593,0.548322,1
0.414209,0.630481,0
0.293837,0.378261,0
0.429561,0.337486,1
0.417194,0.291322,0
0.438767,0.424538,1
0.342817,0.650487,0
0.505083,0.397268,1
0.456602,0.80591,1
0.357852,0.626386,0
0.312176,0.308217,0
0.440705,0.471209,1
0.565706,0.601985,1
0.497058,0.249748,1
0.514682,0.681193,1
0.348074,0.60268,0
0.424989,0.508537,0
0.432347,0.393919,0
0.385774,0.474221,0
0.352959,0.703129,0
0.374852,0.468805,0
0.406502,0.599563,0
0.33128,0.735649,0
0.33906,0.508,0
0.46393,0.579988,1
0.505113,0.400391,1
0.421119,0.584761,1
0.318023,0.360906,0
0.373895,0.609716,0
0.505386,0.367734,1
0.389729,0.305407,0
0.397078,0.462245,0
0.447427,0.574255,1
0.492304,0.283338,1
0.346342,0.511126,0
0.383355,0.691285,0
0.337594,0.417775,0
0.563768,0.587226,1
0.55435,0.756492,1
0.495605,0.700954,1
0.403277,0.297516,0
0.302704,0.505966,0
0.401557,0.640114,0
0.358446,0.359972,0
0.390144,0.57385,0
0.356253,0.371293,0
0.353162,0.412916,0
0.498875,0.534567,1
0.278088,0.280057,0
0.460751,0.72849,0
0.432953,0.546261,0
0.46714,0.48551,1
0.323247,0.609989,0
0.392046,0.415477,1
0.40831,0.435695,0
0.518921,0.617351,1
0.47783,0.322173,1
0.432983,0.715571,0
0.340722,0.502805,0
0.469139,0.533264,1
0.456572,0.448534,0
0.321748,0.3536,0
0.390659,0.672669,0
0.452181,0.756325,0
0.523373,0.43913,1
0.588841,0.634496,1
0.364829,0.665959,0
0.352822,0.452893,0
0.481433,0.2478,1
0.463537,0.46324,1
0.449517,0.489966,1
0.418527,0.480949,0
0.346769,0.744983,0
0.449365,0.550471,1
0.327922,0.584056,0
0.312542,0.428624,0
0.395991,0.442828,0
0.450879,0.522776,1
0.584571,0.503764,1
0.439978,0.502787,0
0.425949,0.598304,1
0.415405,0.643769,0
0.548294,0.561091,1
0.524342,0.417608,1
0.41915,0.569342,0
0.592263,0.721876,1
0.296893,0.352144,0
0.362518,0.577373,0
0.392579,0.529125,0
0.338348,0.381598,0
0.488458,0.532833,1
0.524342,0.534893,1
0.462507,0.577135,1
0.321224,0.499458,0
0.306686,0.385102,0
0.440432,0.2947,1
0.443763,0.413274,1
0.451152,0.346073,1
0.449729,0.460501,1
0.461387,0.464623,1
0.51344,0.381027,1
0.404222,0.415134,0
0.414442,0.314394,0
0.388333,0.43846,0
0.38317,0.591717,0
0.379449,0.550735,0
0.378707,0.362844,0
0.460206,0.585879,1
0.355466,0.575206,0
0.339929,0.512192,0
0.433498,0.620539,1
0.427351,0.465477,1
0.376684,0.459524,0
0.365716,0.565458,0
0.469654,0.378977,1
0.366083,0.556018,0
0.439766,0.668187,1
0.392158,0.671348,0
0.437101,0.456363,1
0.40771,0.379524,0
0.264952,0.425252,0
0.373974,0.617633,0
0.354503,0.484753,0
0.346824,0.706598,0
0.512683,0.435766,1
0.564222,0.450155,1
0.36753,0.479196,0
0.607736,0.38908,1
0.566221,0.429831,1
0.530973,0.598181,1
0.320125,0.418242,0
0.508141,0.446659,1
0.509958,0.51346,1
0.422369,0.625188,0
0.431802,0.551122,0
0.306547,0.323082,0
0.613793,0.541286,1
0.344707,0.206242,0
0.428423,0.689929,0
0.410814,0.690871,0
0.29824,0.633404,0
0.361549,0.574502,0
0.360692,0.782337,0
0.490972,0.420505,1
0.505386,0.324844,1
0.410548,0.557586,0
0.522222,0.489208,1
0.352468,0.392136,0
0.464657,0.371779,1
0.448396,0.587966,0
0.448487,0.37835,0
0.489851,0.48765,1
0.498057,0.306855,1
0.313756,0.546385,0
0.368169,0.514314,0
0.363639,0.440178,0
0.36197,0.406397,0
0.432438,0.283564,0
0.340958,0.429514,0
0.48004,0.379251,1
0.515136,0.639427,1
0.406008,0.523798,0
0.335638,0.360174,0
0.360223,0.255531,0
0.361068,0.34023,0
0.299694,0.369599,0
0.500268,0.412029,1
0.466474,0.27356,1
0.435072,0.671269,1
0.533002,0.382607,1
0.505779,0.42674,1
0.438494,0.645045,1
0.40497,0.534708,0
0.553079,0.327404,1
0.352011,0.33944,0
0.547961,0.359109,1
0.55974,0.55269,1
0.525129,0.507454,1
0.474256,0.307926,1
0.505567,0.760798,1
0.517649,0.31057,1
0.337933,0.655815,0
0.323383,0.465855,0
0.364838,0.690378,0
0.319262,0.739338,0
0.493091,0.675725,1
0.465505,0.441683,1
0.575426,0.249084,1
0.286842,0.49576,0
0.604193,0.64081,1
0.619243,0.684152,1
0.518467,0.31432,1
0.463204,0.542774,1
0.420586,0.364006,1
0.344659,0.683553,0
0.465414,0.410155,1
0.558287,0.38034,1
0.416131,0.519923,1
0.370982,0.441551,0
0.377402,0.373512,0
0.461417,0.287953,1
0.322874,0.40334,0
0.54142,0.508449,1
0.541269,0.627768,1
0.297526,0.524793,0
0.442915,0.508326,1
0.50911,0.557101,1
0.340359,0.378798,0
0.385432,0.299003,0
0.446155,0.488266,1
0.571459,0.648092,1
0.39779,0.388236,0
0.421948,0.355518,0
0.544539,0.363836,1
0.519133,0.395107,1
0.565191,0.574202,1
0.315334,0.688132,0
0.368193,0.316628,0
0.534819,0.616779,1
0.50799,0.53005,1
0.498057,0.60541,1
0.474983,0.463249,1
0.448275,0.729731,1
0.367494,0.413716,0
0.366946,0.548903,0
0.457904,0.53285,1
0.351971,0.875098,0
0.344843,0.325788,0
0.410757,0.334197,0
0.341137,0.302636,0
0.27698,0.402121,0
0.438312,0.45218,1
0.450001,0.333935,0
0.523978,0.360233,1
0.488791,0.466595,1
0.54787,0.637596,1
0.502781,0.513618,1
0.367039,0.387519,0
0.312376,0.523534,0
0.573125,0.551325,1
0.500843,0.558281,1
0.345264,0.46523,0
0.515651,0.498763,1
0.389233,0.512914,0
0.419035,0.502857,0
0.488246,0.740439,1
0.530458,0.261821,1
0.309042,0.477585,0
0.365441,0.560597,0
0.490275,0.484761,1
0.479646,0.424345,1
0.551019,0.307753,1
0.413918,0.487394,1
0.434467,0.509066,0
0.492001,0.558334,1
0.359387,0.481468,0
0.489185,0.510149,1
0.431941,0.324579,0
0.525341,0.273317,1
0.483886,0.776226,0
0.384285,0.566462,0
0.361092,0.369409,0
0.480191,0.446773,1
0.4768,0.529856,1
0.406432,0.608307,0
0.565978,0.553614,1
0.518497,0.473349,1
0.47898,0.242121,1
0.482826,0.563063,1
0.508716,0.582656,1
0.520133,0.410963,1
0.402968,0.694587,0
0.42815,0.30571,0
0.554199,0.512385,1
0.53388,0.654688,1
0.58766,0.67679,1
0.432983,0.150536,0
0.476285,0.587807,1
0.489851,0.48492,0
0.312179,0.637349,0
0.406139,0.530587,0
0.442128,0.497926,0
0.300917,0.877766,0
0.371557,0.40921,0
0.495907,0.610615,1
0.500813,0.550136,1
0.417748,0.429461,0
0.562102,0.593707,1
0.527067,0.440424,1
0.528157,0.262001,1
0.592051,0.390149,1
0.398611,0.597115,0
0.574063,0.545786,1
0.502418,0.405481,1
0.412452,0.545971,0
0.368593,0.318273,0
0.473227,0.359845,1
0.474014,0.351567,0
0.537363,0.775557,1
0.392624,0.498798,0
0.530731,0.225738,1
0.498996,0.539974,1
0.492455,0.454108,1
0.364556,0.574123,0
0.37768,0.339211,0
0.363269,0.636345,0
0.410469,0.489455,0
0.469078,0.604944,1
0.387658,0.615114,0
0.435315,0.483872,0
0.481221,0.646269,0
0.397466,0.364557,0
0.60386,0.616779,1
0.33485,0.546605,0
0.419544,0.395797,0
0.489124,0.549969,1
0.616548,0.492352,1
0.57046,0.560958,1
0.500783,0.492599,1
0.52307,0.678622,1
0.394617,0.64656,0
0.39045,0.35855,0
0.525159,0.444457,0
0.465172,0.552593,1
0.632961,0.507692,1
0.55644,0.759671,1
0.55432,0.429285,1
0.400742,0.465477,0
0.507535,0.602628,1
0.544024,0.493356,1
0.37954,0.473059,0
0.589144,0.441032,1
0.420625,0.565608,0
0.551353,0.319666,1
0.507112,0.661037,1
0.496634,0.536883,0
0.534274,0.432032,1
0.506264,0.37526,1
0.57476,0.437289,1
0.356668,0.499318,0
0.540058,0.593945,1
0.400918,0.596789,0
0.517256,0.579169,1
0.561981,0.470936,1
0.510533,0.320084,1
0.551443,0.538424,1
0.467625,0.694631,1
0.389508,0.53138,0
0.483129,0.752591,0
0.552443,0.83652,1
0.504689,0.520883,0
0.499693,0.649536,1
0.564888,0.605129,1
0.359975,0.536469,0
0.444702,0.385546,1
0.394093,0.46693,0
0.407919,0.463495,0
0.531579,0.467564,1
0.532972,0.569438,1
0.367012,0.556353,0
0.412104,0.298288,0
0.560164,0.560166,1
0.585389,0.526052,1
0.396049,0.500876,0
0.429952,0.490256,0
0.528763,0.701737,1
0.535758,0.494263,1
0.511623,0.606124,1
0.602649,0.373626,1
0.493273,0.120983,1
0.410233,0.454073,0
0.396821,0.430967,0
0.594231,0.554037,1
0.395607,0.396021,0
0.366407,0.634795,0
0.265973,0.511417,0
0.40245,0.442599,0
0.430088,0.572767,0
0.330781,0.711776,0
0.392987,0.571605,0
0.478617,0.333425,0
0.364435,0.41796,0
0.501388,0.611169,1
0.490851,0.424433,1
0.519194,0.414165,1
0.509958,0.751059,0
0.363824,0.65998,0
0.417658,0.37888,0
0.444732,0.517026,1
0.448578,0.540036,0
0.569491,0.898213,1
0.512199,0.445347,1
0.491759,0.433027,1
0.411501,0.384832,0
0.379391,0.229322,0
0.412328,0.563679,0
0.399937,0.508705,0
0.462295,0.589331,0
0.541208,0.436875,1
0.393902,0.57474,0
0.559347,0.263804,1
0.40345,0.74294,0
0.341658,0.414174,0
0.404785,0.441736,0
0.608614,0.315406,1
0.434406,0.530244,0
0.47898,0.042532,1
0.568007,0.668874,1
0.51883,0.488469,0
0.408028,0.486329,0
0.40262,0.654344,0
0.292272,0.527294,0
0.54678,0.636257,1
0.426787,0.356224,0
0.422999,0.446412,1
0.436526,0.645618,0
0.584208,0.573604,1
0.41767,0.615158,0
0.540754,0.482807,1
0.372923,0.433054,0
0.474953,0.466076,1
0.474711,0.550568,1
0.4596,0.476378,0
0.42815,0.444853,0
0.470501,0.322335,1
0.544206,0.626738,0
0.511714,0.372211,1
0.50905,0.433071,1
0.513138,0.392387,1
0.554926,0.558739,1
0.332313,0.572248,0
0.470259,0.442335,1
0.33935,0.365449,0
0.411544,0.709592,0
0.49294,0.592184,0
0.357876,0.310034,0
0.376751,0.597714,0
0.487822,0.732919,1
0.399107,0.590211,0
0.369516,0.425313,0
0.527915,0.255734,1
0.49082,0.750266,1
0.521041,0.430676,1
0.379421,0.673761,0
0.479283,0.694023,1
0.478556,0.709381,1
0.390934,0.35426,0
0.468775,0.595609,0
0.527491,0.403071,1
0.382783,0.468885,0
0.473197,0.44503,0
0.465323,0.427629,0
0.474196,0.562165,1
0.386065,0.408167,0
0.449638,0.238189,0
0.394798,0.523542,0
0.493667,0.370691,1
0.556016,0.428087,1
0.314813,0.626245,0
0.478617,0.36596,0
0.384606,0.394396,0
0.371921,0.512473,0
0.530368,0.490793,1
0.350751,0.334692,0
0.37695,0.583431,0
0.547749,0.280779,1
0.408252,0.450278,0
0.551746,0.620821,1
0.537968,0.571288,1
0.444823,0.662305,0
0.351363,0.441005,0
0.414981,0.664207,0
0.349616,0.34478,0
0.526431,0.720758,1
0.44991,0.511514,0
0.491517,0.34445,1
0.521647,0.389498,1
0.400655,0.535853,0
0.432832,0.423455,0
0.559256,0.41885,1
0.602649,0.513055,1
0.518679,0.650382,1
0.389617,0.60401,0
0.542359,0.24908,1
0.517649,0.389955,1
0.402202,0.662692,0
0.475256,0.428756,1
0.423877,0.562094,0
0.461659,0.544888,1
0.365816,0.445276,0
0.558075,0.326707,1
0.390374,0.517819,0
0.293002,0.501589,0
0.511169,0.450128,1
0.451576,0.536293,0
0.540784,0.548982,1
0.417103,0.561082,0
0.357083,0.523023,0
0.456754,0.587992,0
0.562314,0.416023,1
0.365501,0.40363,0
0.477042,0.474168,0
0.537241,0.407628,1
0.364114,0.370998,0
0.458419,0.63181,1
0.481494,0.35323,1
0.348831,0.612279,0
0.390223,0.449248,0
0.27638,0.574449,0
0.518346,0.491841,1
0.54996,0.499414,1
0.512532,0.804352,1
0.414293,0.539446,0
0.421852,0.671877,1
0.281119,0.526219,0
0.522282,0.288949,1
0.496937,0.245146,1
0.547719,0.363475,1
0.531579,0.537473,1
0.525886,0.334328,1
0.518891,0.810217,1
0.619667,0.584849,1
0.584208,0.506045,1
0.362994,0.38839,0
0.386232,0.426432,1
0.430137,0.455623,0
0.389242,0.722484,0
0.435678,0.466348,0
0.475952,0.677011,0
0.337642,0.522917,0
0.427569,0.556864,0
0.529853,0.559549,1
0.571823,0.474511,1
0.397854,0.502496,0
0.527037,0.497451,1
0.41317,0.479328,0
0.548234,0.600972,1
0.552927,0.492669,1
0.558529,0.707153,1
0.399443,0.649704,0
0.466595,0.37868,1
0.411477,0.416684,0
0.377053,0.51678,0
0.37901,0.535175,0
0.5446,0.622591,1
0.42041,0.544122,1
0.476043,0.511214,1
0.369889,0.687525,0
0.491577,0.488883,1
0.509504,0.632074,1
0.379633,0.432657,0
0.321378,0.455403,0
0.535091,0.841468,1
0.563435,0.618936,1
0.45315,0.597723,0
0.402671,0.663529,0
0.409903,0.45638,0
0.387083,0.463082,0
0.368487,0.470593,0
0.503478,0.535157,1
0.430884,0.694059,0
0.553018,0.485219,1
0.518528,0.583589,1
0.498996,0.479909,1
0.541874,0.571085,1
0.493303,0.469589,1
0.379997,0.351599,0
0.482887,0.510774,1
0.382855,0.686635,0
0.570763,0.611407,1
0.420643,0.693433,0
0.367766,0.545443,0
0.543601,0.803462,1
0.541632,0.504619,1
0.463597,0.545971,1
0.409073,0.321789,0
0.447064,0.587746,1
0.451788,0.231153,1
0.373429,0.457411,0
0.58118,0.592069,1
0.499117,0.654644,1
0.467534,0.651069,0
0.554048,0.337932,1
0.485309,0.319626,1
0.389808,0.453351,0
0.47574,0.69766,1
0.380051,0.278585,0
0.419008,0.499643,0
0.468412,0.649968,1
0.383361,0.923416,0
0.397854,0.485378,0
0.361825,0.379719,0
0.488246,0.575242,0
0.421158,0.345457,0
0.360223,0.323087,0
0.463143,0.498005,0
0.470744,0.532199,0
0.519042,0.431918,1
0.438979,0.661054,0
0.531034,0.647009,1
0.429997,0.534814,0
0.375521,0.420637,0
0.397987,0.422407,0
0.268589,0.463953,0
0.439312,0.775733,1
0.366152,0.430861,0
0.516771,0.451202,1
0.437101,0.49532,0
0.359954,0.617624,0
0.396706,0.52673,0
0.314295,0.735481,0
0.545054,0.515547,1
0.47141,0.467881,0
0.454392,0.461769,1
0.477769,0.440274,1
0.56398,0.607453,1
0.402611,0.674563,0
0.450516,0.48743,1
0.417561,0.333542,0
0.330348,0.5608,0
0.429077,0.472345,0
0.538362,0.682276,1
0.562163,0.508801,1
0.588841,0.498745,1
0.359787,0.469342,0
0.51017,0.489904,1
0.416531,0.678191,0
0.543631,0.425348,1
0.499511,0.432534,1
0.528642,0.461532,1
0.490366,0.640819,1
0.547325,0.470214,1
0.567583,0.501281,1
0.481615,0.70688,0
0.393914,0.696181,0
0.502812,0.666805,1
0.489609,0.512368,1
0.443006,0.565802,1
0.469109,0.637939,1
0.52198,0.496403,1
0.590385,0.47814,1
0.371136,0.578676,0
0.484582,0.422434,1
0.447276,0.429038,0
0.418624,0.364681,0
0.414578,0.444862,0
0.425837,0.459489,0
0.469835,0.745881,0
0.559074,0.633748,1
0.526673,0.574106,1
0.488337,0.316634,1
0.539543,0.637974,1
0.619818,0.556476,1
0.454907,0.660279,0
0.569824,0.601694,1
0.518073,0.504178,1
0.54251,0.620662,1
0.558862,0.451317,1
0.525311,0.44967,1
0.495938,0.621005,1
0.593565,0.36366,1
0.440069,0.580314,0
0.581846,0.487254,1
0.558711,0.602733,1
0.452787,0.668522,0
0.45957,0.544615,0
0.591505,0.571922,1
0.584511,0.467969,1
0.584783,0.669693,1
0.377483,0.598304,0
0.667754,0.522847,1
0.525401,0.384157,1
0.536272,0.611451,1
0.560831,0.42401,1
0.596986,0.261812,1
0.570672,0.229648,1
0.538453,0.494818,1
0.463234,0.577064,0
0.578061,0.705092,1
0.571096,0.632427,1
0.436132,0.454267,0
0.466898,0.522486,0
0.411816,0.618188,0
0.619334,0.388834,1
0.544781,0.565432,0
0.358249,0.453571,0
0.582784,0.525497,1
0.428159,0.482498,0
0.584632,0.596085,1
0.52416,0.314007,0
0.497936,0.64619,0
0.44664,0.408044,0
0.461417,0.575145,0
0.459176,0.485889,0
0.483916,0.52481,0
0.549172,0.491058,1
0.588901,0.325472,1
0.458904,0.303669,1
0.505567,0.401701,1
0.508353,0.480834,0
0.386525,0.578306,0
0.516499,0.284869,1
0.495393,0.437148,0
0.609402,0.406544,1
0.495696,0.472812,1
0.388503,0.469052,0
0.542843,0.652592,1
0.505991,0.235116,0
0.536394,0.116404,1
0.425331,0.545293,0
0.508838,0.526017,0
0.504568,0.571834,0
0.587811,0.516304,1
0.495877,0.397936,1
0.487429,0.624845,1
0.471137,0.462905,1
0.524342,0.582506,1
0.506445,0.596173,0
0.466656,0.495628,0
0.644922,0.421448,1
0.5446,0.673629,1
0.446458,0.482005,0
0.486975,0.213955,0
0.443915,0.417177,1
0.532578,0.435845,1
0.529853,0.671789,1
0.433165,0.638335,0
0.537363,0.465424,1
0.471773,0.37075,1
0.422503,0.688687,0
0.460993,0.441419,0
0.566796,0.376862,1
0.638108,0.582101,1
0.618849,0.55453,1
0.383509,0.657761,0
0.544358,0.674413,1
0.391822,0.427471,0
0.443733,0.544069,0
0.379967,0.620134,0
0.529035,0.503562,1
0.66309,0.502822,1
0.382183,0.308555,0
0.492122,0.476854,1
0.514803,0.418198,1
0.403719,0.657418,0
0.584087,0.38274,1
0.535637,0.371361,1
0.515984,0.652812,1
0.410293,0.43367,0
0.48861,0.452303,0
0.499814,0.65202,1
0.466111,0.608651,1
0.40593,0.623357,0
0.458238,0.381613,0
0.610371,0.735217,1
0.507263,0.446289,0
0.462114,0.758923,0
0.405176,0.259945,0
0.568795,0.400729,1
0.5995,0.440539,1
0.401642,0.358927,0
0.617063,0.481917,1
0.499026,0.417855,1
0.558802,0.394538,1
0.586903,0.366857,1
0.557106,0.372186,1
0.54457,0.498111,1
0.416065,0.587173,0
0.527612,0.503183,1
0.64904,0.511919,1
0.37967,0.795863,0
0.518255,0.602355,1
0.562647,0.54273,1
0.51874,0.394031,1
0.533789,0.4833,1
0.534607,0.483458,1
0.503205,0.452145,0
0.518255,0.462412,0
0.521677,0.547415,1
0.33439,0.281447,0
0.603467,0.553614,1
0.462628,0.386218,0
0.387597,0.480323,0
0.586085,0.604785,1
0.554199,0.553245,1
0.574336,0.385477,1
0.589961,0.501176,1
0.391931,0.47954,0
0.409781,0.49259,0
0.446125,0.748813,0
0.49182,0.556283,0
0.57364,0.171635,1
0.407489,0.658069,0
0.402399,0.44849,0
0.4639,0.516709,1
0.418881,0.482947,0
0.430682,0.506204,0
0.474166,0.336314,1
0.509534,0.483943,0
0.398971,0.448719,0
0.510019,0.541894,0
0.385832,0.200007,0
0.453605,0.372841,0
0.483644,0.524115,0
0.533093,0.339586,1
0.417515,0.470065,0
0.444217,0.457983,0
0.626238,0.662631,1
0.513016,0.355214,1
0.399416,0.361099,0
0.521102,0.771656,1
0.52419,0.546376,1
0.508595,0.630525,0
0.561285,0.258764,1
0.630417,0.590608,1
0.554865,0.52334,1
0.543449,0.600673,0
0.425125,0.633078,0
0.566645,0.625937,1
0.445398,0.519721,0
0.392291,0.326673,0
0.379291,0.568188,0
0.454543,0.599801,0
0.505234,0.509039,1
0.485582,0.379633,1
0.405751,0.781245,0
0.507293,0.484022,0
0.481282,0.338883,0
0.507505,0.376706,0
0.37808,0.467722,0
0.400821,0.649589,0
0.499238,0.524317,1
0.421252,0.588406,0
0.540633,0.556547,1
0.591172,0.323094,1
0.432317,0.579028,0
0.580604,0.605375,1
0.388094,0.268115,0
0.480888,0.257709,0
0.364938,0.589234,0
0.388887,0.414218,0
0.595805,0.596376,1
0.52092,0.418207,1
0.578485,0.412183,1
0.538453,0.692482,1
0.555531,0.531697,1
0.471713,0.640995,0
0.581149,0.399168,1
0.534486,0.618918,1
0.494515,0.525057,1
0.576365,0.584215,1
0.30859,0.616902,0
0.465414,0.653499,0
0.536363,0.576589,1
0.488367,0.450745,0
0.492516,0.491287,1
0.492698,0.398111,1
0.512229,0.557832,1
0.622665,0.566594,1
0.523797,0.649087,1
0.640682,0.667808,1
0.513168,0.535474,0
0.404134,0.287132,0
0.517437,0.627531,1
0.326844,0.480632,0
0.452636,0.417388,0
0.533577,0.526528,1
0.526673,0.312492,1
0.625178,0.519113,1
0.395249,0.433397,0
0.541178,0.589842,0
0.56722,0.495082,1
0.589053,0.790236,1
0.614398,0.433459,1
0.586025,0,1
0.426893,0.402069,0
0.578394,0.650664,1
0.442612,0.737084,0
0.449547,0.344506,0
0.529974,0.343435,1
0.558317,0.453245,1
0.383734,0.567026,0
0.587054,0.661098,1
0.365846,0.238682,0
0.499602,0.587059,0
0.573216,0.601034,1
0.427357,0.4569,0
0.363103,0.397434,0
0.529187,0.237899,1
0.447609,0.243166,0
0.421549,0.386617,0
0.520799,0.434709,1
0.386226,0.473684,0
0.526704,0.523181,1
0.472621,0.712269,0
0.439221,0.254876,0
0.605253,0.605692,1
0.573912,0.49989,1
0.432044,0.455033,0
0.453332,0.415504,0
0.53921,0.444871,1
0.546659,0.474274,1
0.604496,0.823205,1
0.540724,0.391603,1
0.409333,0.470382,0
0.653279,0.382371,1
0.327949,0.495989,0
0.523554,0.452356,1
0.442673,0.737744,0
0.501691,0.493453,0
0.644831,0.46331,1
0.402983,0.426502,0
0.451152,0.772343,0
0.553109,0.654926,1
0.592929,0.563213,1
0.524766,0.368472,1
0.396736,0.313814,0
0.553321,0.765633,1
0.401606,0.672352,0
0.597653,0.443665,1
0.362467,0.537121,0
0.617517,0.233223,1
0.387225,0.499635,0
0.397772,0.579019,0
0.408903,0.566383,0
0.561527,0.250377,1
0.442188,0.560809,0
0.418181,0.569007,0
0.455209,0.634249,0
0.589174,0.469228,1
0.446095,0.459075,0
0.560709,0.362278,1
0.605738,0.363327,1
0.431066,0.377427,0
0.466202,0.079922,0
0.519073,0.60681,1
0.482251,0.274338,0
0.42746,0.412855,0
0.499238,0.505235,1
0.578848,0.543364,1
0.447791,0.329739,0
0.406093,0.686988,0
0.417219,0.453052,0
0.415883,0.647634,0
0.386162,0.377667,0
0.343378,0.851842,0
0.320615,0.616761,0
0.385511,0.347392,0
0.431596,0.539604,0
0.369937,0.117399,0
0.635656,0.578755,1
0.552322,0.531978,1
0.511775,0.663177,1
0.513047,0.495557,1
0.391304,0.424864,0
0.5522,0.780224,1
0.42706,0.517546,0
0.469623,0.493303,0
0.361001,0.559409,0
0.504628,0.404511,1
0.536727,0.365633,1
0.5069,0.408747,1
0.432044,0.677583,0
0.435587,0.55763,0
0.395798,0.411278,0
0.499269,0.652442,1
0.448548,0.400192,0
0.492637,0.710367,1
0.456996,0.618055,0
0.593928,0.452021,1
0.407786,0.563803,0
0.317254,0.580146,0
0.529035,0.654679,1
0.448487,0.699774,0
0.526643,0.552029,1
0.550626,0.32137,0
0.563344,0.599642,1
0.537877,0.735182,1
0.423241,0.575946,0
0.444248,0.450243,1
0.32715,0.591497,0
0.564707,0.75186,1
0.516468,0.647282,1
0.399365,0.434093,0
0.577909,0.462571,1
0.39964,0.450084,0
0.411919,0.651764,0
0.553896,0.655022,1
0.556076,0.404564,1
0.541269,0.30039,1
0.410917,0.430174,0
0.434164,0.478421,0
0.514228,0.694402,1
0.458268,0.35717,1
0.640349,0.493206,1
0.496695,0.535888,0
0.566372,0.367617,1
0.477708,0.542686,0
0.508293,0.713291,1
0.447972,0.534876,0
0.340946,0.583986,0
0.43698,0.399596,0
0.430888,0.535492,0
0.503478,0.420021,1
0.538967,0.585201,0
0.334402,0.474027,0
0.415701,0.440961,0
0.478163,0.422011,0
0.432953,0.366245,0
0.437798,0.431389,0
0.4596,0.550039,0
0.469563,0.357403,1
0.549536,0.489085,1
0.451,0.616294,0
0.415823,0.434868,0
0.540209,0.484348,1
0.449426,0.713898,0
0.382995,0.472953,0
0.53273,0.520055,0
0.46169,0.505288,0
0.443006,0.36364,0
0.556379,0.413209,1
0.503993,0.735112,0
0.469744,0.431046,1
0.448214,0.553685,0
0.447912,0.418815,0
0.39224,0.500057,0
0.524735,0.412405,1
0.468533,0.403841,0
0.564404,0.429839,1
0.449517,0.450295,0
0.651129,0.443585,1
0.634808,0.534523,1
0.468745,0.570072,0
0.47141,0.443876,1
0.572852,0.531776,1
0.413188,0.749923,0
0.366631,0.639005,0
0.535455,0.483696,1
0.571702,0.350141,1
0.503114,0.254079,1
0.416398,0.318729,0
0.436889,0.525982,1
0.425334,0.586988,0
0.418436,0.380221,0
0.456693,0.616118,0
0.61458,0.340387,1
0.565827,0.448878,1
0.42064,0.274822,0
0.526794,0.709249,1
0.431902,0.134404,0
0.638684,0.563125,1
0.493273,0.483846,0
0.540391,0.733482,0
0.488579,0.646261,0
0.439705,0.558325,0
0.362685,0.335361,0
0.56728,0.359151,1
0.611582,0.559206,1
0.540694,0.593073,1
0.531851,0.6869,1
0.448971,0.542061,0
0.481796,0.361963,1
0.485279,0.330527,0
0.455512,0.539692,0
0.499632,0.452197,0
0.588659,0.433362,1
0.436284,0.532005,0
0.570309,0.376585,1
0.45636,0.599246,0
0.586237,0.477558,1
0.589144,0.444889,1
0.590446,0.498296,1
0.446095,0.410874,0
0.410163,0.409684,0
0.393269,0.511329,0
0.422245,0.44193,0
0.645436,0.421844,1
0.439251,0.517819,0
0.548779,0.485123,1
0.510594,0.423103,0
0.441583,0.422698,0
0.590688,0.420452,1
0.381686,0.352946,0
0.546174,0.636513,1
0.671781,0.597309,1
0.460176,0.381065,0
0.520647,0.600488,1
0.454604,0.391033,0
0.491062,0.497116,1
0.560558,0.363541,1
0.478435,0.375124,0
0.591203,0.507164,1
0.411371,0.308105,0
0.455179,0.371817,0
0.579484,0.786978,1
0.603981,0.452206,1
0.594836,0.740113,1
0.481009,0.605595,0
0.472561,0.488671,0
0.505476,0.186094,0
0.609038,0.544095,1
0.503478,0.499775,0
0.579726,0.165171,1
0.502812,0.464587,0
0.61679,0.584514,1
0.451,0.685922,0
0.5618,0.343468,1
0.483977,0.254799,1
0.48331,0.556291,0
0.390471,0.687639,0
0.580635,0.266922,1
0.535213,0.543963,1
0.417618,0.242561,0
0.561648,0.581943,1
0.381132,0.64,0
0.494151,0.648797,0
0.547053,0.64995,1
0.525977,0.501801,1
0.507657,0.57311,0
0.464021,0.464957,0
0.624603,0.736089,1
0.440069,0.689409,0
0.469563,0.456865,0
0.596139,0.438275,1
0.436465,0.647247,0
0.6491,0.666602,1
0.417212,0.595988,0
0.512138,0.463451,0
0.589598,0.707584,1
0.618971,0.555138,1
0.407147,0.32861,0
0.541178,0.527126,0
0.535001,0.40887,0
0.446034,0.39018,0
0.635746,0.516313,1
0.514954,0.783464,1
0.534274,0.454778,1
0.475437,0.43492,0
0.583723,0.622256,1
0.481887,0.420091,0
0.469321,0.464913,0
0.652219,0.257852,1
0.411159,0.628279,0
0.453817,0.630533,0
0.550202,0.739021,1
0.605465,0.391583,1
0.57803,0.681951,1
0.553381,0.451722,1
0.481524,0.617791,0
